VALUE
ATHY
ATPM25
ATSO
ATWI
BEHO
BEPM25
BEWI
BGHO
BGPM25
BGSO
BGWI
CHHY
CHPM25
CHSO
CHWI
CO2
CYPM25
CYSO
CYWI
CZHO
CZPM25
CZSO
CZWI
DEHO
DEPM25
DESO
DEWI
DKHO
DKPM25
DKSO
DKWI
EEHO
EEPM25
EEWI
ESHO
ESPM25
ESSO
ESWI
FIHO
FIPM25
FIWI
FRHO
FRPM25
FRSO
FRWI
GRHY
GRPM25
GRSO
GRWI
HRHY
HRPM25
HRSO
HRWI
HUHO
HUPM25
HUSO
HUWI
IEHO
IEPM25
IEWI
ITHO
ITPM25
ITSO
ITWI
LTHO
LTPM25
LTWI
LUHO
LUPM25
LUSO
LUWI
LVHO
LVPM25
LVWI
MTPM25
MTSO
MTWI
NLHO
NLPM25
NLWI
NOHO
NOPM25
NOWI
PLHO
PLPM25
PLWI
PTHO
PTPM25
PTSO
PTWI
ROHY
ROPM25
ROSO
ROWI
SEHO
SEPM25
SEWI
SIHO
SIPM25
SISO
SIWI
SKHO
SKPM25
SKSO
SKWI
UKC2
UKHO
UKPM25
UKWI
