REGION,TECHNOLOGY,TIMESLICE,YEAR,VALUE
REGION1,GRWIONPH3,S02B3,2032,0.241132395
REGION1,GRWIONPH3,S02B3,2033,0.241132395
REGION1,GRWIONPH3,S02B3,2034,0.241132395
REGION1,GRWIONPH3,S02B3,2035,0.241132395
REGION1,GRWIONPH3,S02B3,2036,0.241132395
REGION1,GRWIONPH3,S02B3,2037,0.241132395
REGION1,GRWIONPH3,S02B3,2038,0.241132395
REGION1,GRWIONPH3,S02B3,2039,0.241132395
REGION1,GRWIONPH3,S02B3,2040,0.241132395
REGION1,GRWIONPH3,S02B3,2041,0.241132395
REGION1,GRWIONPH3,S02B3,2042,0.241132395
REGION1,GRWIONPH3,S02B3,2043,0.241132395
REGION1,GRWIONPH3,S02B3,2044,0.241132395
REGION1,GRWIONPH3,S02B3,2045,0.241132395
REGION1,GRWIONPH3,S02B3,2046,0.241132395
REGION1,GRWIONPH3,S02B3,2047,0.241132395
REGION1,GRWIONPH3,S02B3,2048,0.241132395
REGION1,GRWIONPH3,S02B3,2049,0.241132395
REGION1,GRWIONPH3,S02B3,2050,0.241132395
REGION1,GRWIONPH3,S02B3,2051,0.241132395
REGION1,GRWIONPH3,S02B3,2052,0.241132395
REGION1,GRWIONPH3,S02B3,2053,0.241132395
REGION1,GRWIONPH3,S02B3,2054,0.241132395
REGION1,GRWIONPH3,S02B3,2055,0.241132395
REGION1,GRWIONPH3,S02B3,2056,0.241132395
REGION1,GRWIONPH3,S02B3,2057,0.241132395
REGION1,GRWIONPH3,S02B3,2058,0.241132395
REGION1,GRWIONPH3,S02B3,2059,0.241132395
REGION1,GRWIONPH3,S02B3,2060,0.241132395
REGION1,GRWIONPH3,S03B1,2015,0.196201017
REGION1,GRWIONPH3,S03B1,2016,0.196201017
REGION1,GRWIONPH3,S03B1,2017,0.196201017
REGION1,GRWIONPH3,S03B1,2018,0.196201017
REGION1,GRWIONPH3,S03B1,2019,0.196201017
REGION1,GRWIONPH3,S03B1,2020,0.196201017
REGION1,GRWIONPH3,S03B1,2021,0.196201017
REGION1,GRWIONPH3,S03B1,2022,0.196201017
REGION1,GRWIONPH3,S03B1,2023,0.196201017
REGION1,GRWIONPH3,S03B1,2024,0.196201017
REGION1,GRWIONPH3,S03B1,2025,0.196201017
REGION1,GRWIONPH3,S03B1,2026,0.196201017
REGION1,GRWIONPH3,S03B1,2027,0.196201017
REGION1,GRWIONPH3,S03B1,2028,0.196201017
REGION1,GRWIONPH3,S03B1,2029,0.196201017
REGION1,GRWIONPH3,S03B1,2030,0.196201017
REGION1,GRWIONPH3,S03B1,2031,0.196201017
REGION1,GRWIONPH3,S03B1,2032,0.196201017
REGION1,GRWIONPH3,S03B1,2033,0.196201017
REGION1,GRWIONPH3,S03B1,2034,0.196201017
REGION1,GRWIONPH3,S03B1,2035,0.196201017
REGION1,GRWIONPH3,S03B1,2036,0.196201017
REGION1,GRWIONPH3,S03B1,2037,0.196201017
REGION1,GRWIONPH3,S03B1,2038,0.196201017
REGION1,GRWIONPH3,S03B1,2039,0.196201017
REGION1,GRWIONPH3,S03B1,2040,0.196201017
REGION1,GRWIONPH3,S03B1,2041,0.196201017
REGION1,GRWIONPH3,S03B1,2042,0.196201017
REGION1,GRWIONPH3,S03B1,2043,0.196201017
REGION1,GRWIONPH3,S03B1,2044,0.196201017
REGION1,GRWIONPH3,S03B1,2045,0.196201017
REGION1,GRWIONPH3,S03B1,2046,0.196201017
REGION1,GRWIONPH3,S03B1,2047,0.196201017
REGION1,GRWIONPH3,S03B1,2048,0.196201017
REGION1,GRWIONPH3,S03B1,2049,0.196201017
REGION1,GRWIONPH3,S03B1,2050,0.196201017
REGION1,GRWIONPH3,S03B1,2051,0.196201017
REGION1,GRWIONPH3,S03B1,2052,0.196201017
REGION1,GRWIONPH3,S03B1,2053,0.196201017
REGION1,GRWIONPH3,S03B1,2054,0.196201017
REGION1,GRWIONPH3,S03B1,2055,0.196201017
REGION1,GRWIONPH3,S03B1,2056,0.196201017
REGION1,GRWIONPH3,S03B1,2057,0.196201017
REGION1,GRWIONPH3,S03B1,2058,0.196201017
REGION1,GRWIONPH3,S03B1,2059,0.196201017
REGION1,GRWIONPH3,S03B1,2060,0.196201017
REGION1,GRWIONPH3,S03B2,2015,0.239962549
REGION1,GRWIONPH3,S03B2,2016,0.239962549
REGION1,GRWIONPH3,S03B2,2017,0.239962549
REGION1,GRWIONPH3,S03B2,2018,0.239962549
REGION1,GRWIONPH3,S03B2,2019,0.239962549
REGION1,GRWIONPH3,S03B2,2020,0.239962549
REGION1,GRWIONPH3,S03B2,2021,0.239962549
REGION1,GRWIONPH3,S03B2,2022,0.239962549
REGION1,GRWIONPH3,S03B2,2023,0.239962549
REGION1,GRWIONPH3,S03B2,2024,0.239962549
REGION1,GRWIONPH3,S03B2,2025,0.239962549
REGION1,GRWIONPH3,S03B2,2026,0.239962549
REGION1,GRWIONPH3,S03B2,2027,0.239962549
REGION1,GRWIONPH3,S03B2,2028,0.239962549
REGION1,GRWIONPH3,S03B2,2029,0.239962549
REGION1,GRWIONPH3,S03B2,2030,0.239962549
REGION1,GRWIONPH3,S03B2,2031,0.239962549
REGION1,GRWIONPH3,S03B2,2032,0.239962549
REGION1,GRWIONPH3,S03B2,2033,0.239962549
REGION1,GRWIONPH3,S03B2,2034,0.239962549
REGION1,GRWIONPH3,S03B2,2035,0.239962549
REGION1,GRWIONPH3,S03B2,2036,0.239962549
REGION1,GRWIONPH3,S03B2,2037,0.239962549
REGION1,GRWIONPH3,S03B2,2038,0.239962549
REGION1,GRWIONPH3,S03B2,2039,0.239962549
REGION1,GRWIONPH3,S03B2,2040,0.239962549
REGION1,GRWIONPH3,S03B2,2041,0.239962549
REGION1,GRWIONPH3,S03B2,2042,0.239962549
REGION1,GRWIONPH3,S03B2,2043,0.239962549
REGION1,GRWIONPH3,S03B2,2044,0.239962549
REGION1,GRWIONPH3,S03B2,2045,0.239962549
REGION1,GRWIONPH3,S03B2,2046,0.239962549
REGION1,GRWIONPH3,S03B2,2047,0.239962549
REGION1,GRWIONPH3,S03B2,2048,0.239962549
REGION1,GRWIONPH3,S03B2,2049,0.239962549
REGION1,GRWIONPH3,S03B2,2050,0.239962549
REGION1,GRWIONPH3,S03B2,2051,0.239962549
REGION1,GRWIONPH3,S03B2,2052,0.239962549
REGION1,GRWIONPH3,S03B2,2053,0.239962549
REGION1,GRWIONPH3,S03B2,2054,0.239962549
REGION1,GRWIONPH3,S03B2,2055,0.239962549
REGION1,GRWIONPH3,S03B2,2056,0.239962549
REGION1,GRWIONPH3,S03B2,2057,0.239962549
REGION1,GRWIONPH3,S03B2,2058,0.239962549
REGION1,GRWIONPH3,S03B2,2059,0.239962549
REGION1,GRWIONPH3,S03B2,2060,0.239962549
REGION1,GRWIONPH3,S03B3,2015,0.179138555
REGION1,GRWIONPH3,S03B3,2016,0.179138555
REGION1,GRWIONPH3,S03B3,2017,0.179138555
REGION1,GRWIONPH3,S03B3,2018,0.179138555
REGION1,GRWIONPH3,S03B3,2019,0.179138555
REGION1,GRWIONPH3,S03B3,2020,0.179138555
REGION1,GRWIONPH3,S03B3,2021,0.179138555
REGION1,GRWIONPH3,S03B3,2022,0.179138555
REGION1,GRWIONPH3,S03B3,2023,0.179138555
REGION1,GRWIONPH3,S03B3,2024,0.179138555
REGION1,GRWIONPH3,S03B3,2025,0.179138555
REGION1,GRWIONPH3,S03B3,2026,0.179138555
REGION1,GRWIONPH3,S03B3,2027,0.179138555
REGION1,GRWIONPH3,S03B3,2028,0.179138555
REGION1,GRWIONPH3,S03B3,2029,0.179138555
REGION1,GRWIONPH3,S03B3,2030,0.179138555
REGION1,GRWIONPH3,S03B3,2031,0.179138555
REGION1,GRWIONPH3,S03B3,2032,0.179138555
REGION1,GRWIONPH3,S03B3,2033,0.179138555
REGION1,GRWIONPH3,S03B3,2034,0.179138555
REGION1,GRWIONPH3,S03B3,2035,0.179138555
REGION1,GRWIONPH3,S03B3,2036,0.179138555
REGION1,GRWIONPH3,S03B3,2037,0.179138555
REGION1,GRWIONPH3,S03B3,2038,0.179138555
REGION1,GRWIONPH3,S03B3,2039,0.179138555
REGION1,GRWIONPH3,S03B3,2040,0.179138555
REGION1,GRWIONPH3,S03B3,2041,0.179138555
REGION1,GRWIONPH3,S03B3,2042,0.179138555
REGION1,GRWIONPH3,S03B3,2043,0.179138555
REGION1,GRWIONPH3,S03B3,2044,0.179138555
REGION1,GRWIONPH3,S03B3,2045,0.179138555
REGION1,GRWIONPH3,S03B3,2046,0.179138555
REGION1,GRWIONPH3,S03B3,2047,0.179138555
REGION1,GRWIONPH3,S03B3,2048,0.179138555
REGION1,GRWIONPH3,S03B3,2049,0.179138555
REGION1,GRWIONPH3,S03B3,2050,0.179138555
REGION1,GRWIONPH3,S03B3,2051,0.179138555
REGION1,GRWIONPH3,S03B3,2052,0.179138555
REGION1,GRWIONPH3,S03B3,2053,0.179138555
REGION1,GRWIONPH3,S03B3,2054,0.179138555
REGION1,GRWIONPH3,S03B3,2055,0.179138555
REGION1,GRWIONPH3,S03B3,2056,0.179138555
REGION1,GRWIONPH3,S03B3,2057,0.179138555
REGION1,GRWIONPH3,S03B3,2058,0.179138555
REGION1,GRWIONPH3,S03B3,2059,0.179138555
REGION1,GRWIONPH3,S03B3,2060,0.179138555
REGION1,GRWIONPH3,S04B1,2015,0.259397313
REGION1,GRWIONPH3,S04B1,2016,0.259397313
REGION1,GRWIONPH3,S04B1,2017,0.259397313
REGION1,GRWIONPH3,S04B1,2018,0.259397313
REGION1,GRWIONPH3,S04B1,2019,0.259397313
REGION1,GRWIONPH3,S04B1,2020,0.259397313
REGION1,GRWIONPH3,S04B1,2021,0.259397313
REGION1,GRWIONPH3,S04B1,2022,0.259397313
REGION1,GRWIONPH3,S04B1,2023,0.259397313
REGION1,GRWIONPH3,S04B1,2024,0.259397313
REGION1,GRWIONPH3,S04B1,2025,0.259397313
REGION1,GRWIONPH3,S04B1,2026,0.259397313
REGION1,GRWIONPH3,S04B1,2027,0.259397313
REGION1,GRWIONPH3,S04B1,2028,0.259397313
REGION1,GRWIONPH3,S04B1,2029,0.259397313
REGION1,GRWIONPH3,S04B1,2030,0.259397313
REGION1,GRWIONPH3,S04B1,2031,0.259397313
REGION1,GRWIONPH3,S04B1,2032,0.259397313
REGION1,GRWIONPH3,S04B1,2033,0.259397313
REGION1,GRWIONPH3,S04B1,2034,0.259397313
REGION1,GRWIONPH3,S04B1,2035,0.259397313
REGION1,GRWIONPH3,S04B1,2036,0.259397313
REGION1,GRWIONPH3,S04B1,2037,0.259397313
REGION1,GRWIONPH3,S04B1,2038,0.259397313
REGION1,GRWIONPH3,S04B1,2039,0.259397313
REGION1,GRWIONPH3,S04B1,2040,0.259397313
REGION1,GRWIONPH3,S04B1,2041,0.259397313
REGION1,GRWIONPH3,S04B1,2042,0.259397313
REGION1,GRWIONPH3,S04B1,2043,0.259397313
REGION1,GRWIONPH3,S04B1,2044,0.259397313
REGION1,GRWIONPH3,S04B1,2045,0.259397313
REGION1,GRWIONPH3,S04B1,2046,0.259397313
REGION1,GRWIONPH3,S04B1,2047,0.259397313
REGION1,GRWIONPH3,S04B1,2048,0.259397313
REGION1,GRWIONPH3,S04B1,2049,0.259397313
REGION1,GRWIONPH3,S04B1,2050,0.259397313
REGION1,GRWIONPH3,S04B1,2051,0.259397313
REGION1,GRWIONPH3,S04B1,2052,0.259397313
REGION1,GRWIONPH3,S04B1,2053,0.259397313
REGION1,GRWIONPH3,S04B1,2054,0.259397313
REGION1,GRWIONPH3,S04B1,2055,0.259397313
REGION1,GRWIONPH3,S04B1,2056,0.259397313
REGION1,GRWIONPH3,S04B1,2057,0.259397313
REGION1,GRWIONPH3,S04B1,2058,0.259397313
REGION1,GRWIONPH3,S04B1,2059,0.259397313
REGION1,GRWIONPH3,S04B1,2060,0.259397313
REGION1,GRWIONPH3,S04B2,2015,0.268961513
REGION1,GRWIONPH3,S04B2,2016,0.268961513
REGION1,GRWIONPH3,S04B2,2017,0.268961513
REGION1,GRWIONPH3,S04B2,2018,0.268961513
REGION1,GRWIONPH3,S04B2,2019,0.268961513
REGION1,GRWIONPH3,S04B2,2020,0.268961513
REGION1,GRWIONPH3,S04B2,2021,0.268961513
REGION1,GRWIONPH3,S04B2,2022,0.268961513
REGION1,GRWIONPH3,S04B2,2023,0.268961513
REGION1,GRWIONPH3,S04B2,2024,0.268961513
REGION1,GRWIONPH3,S04B2,2025,0.268961513
REGION1,GRWIONPH3,S04B2,2026,0.268961513
REGION1,GRWIONPH3,S04B2,2027,0.268961513
REGION1,GRWIONPH3,S04B2,2028,0.268961513
REGION1,GRWIONPH3,S04B2,2029,0.268961513
REGION1,GRWIONPH3,S04B2,2030,0.268961513
REGION1,GRWIONPH3,S04B2,2031,0.268961513
REGION1,GRWIONPH3,S04B2,2032,0.268961513
REGION1,GRWIONPH3,S04B2,2033,0.268961513
REGION1,GRWIONPH3,S04B2,2034,0.268961513
REGION1,GRWIONPH3,S04B2,2035,0.268961513
REGION1,GRWIONPH3,S04B2,2036,0.268961513
REGION1,GRWIONPH3,S04B2,2037,0.268961513
REGION1,GRWIONPH3,S04B2,2038,0.268961513
REGION1,GRWIONPH3,S04B2,2039,0.268961513
REGION1,GRWIONPH3,S04B2,2040,0.268961513
REGION1,GRWIONPH3,S04B2,2041,0.268961513
REGION1,GRWIONPH3,S04B2,2042,0.268961513
REGION1,GRWIONPH3,S04B2,2043,0.268961513
REGION1,GRWIONPH3,S04B2,2044,0.268961513
REGION1,GRWIONPH3,S04B2,2045,0.268961513
REGION1,GRWIONPH3,S04B2,2046,0.268961513
REGION1,GRWIONPH3,S04B2,2047,0.268961513
REGION1,GRWIONPH3,S04B2,2048,0.268961513
REGION1,GRWIONPH3,S04B2,2049,0.268961513
REGION1,GRWIONPH3,S04B2,2050,0.268961513
REGION1,GRWIONPH3,S04B2,2051,0.268961513
REGION1,GRWIONPH3,S04B2,2052,0.268961513
REGION1,GRWIONPH3,S04B2,2053,0.268961513
REGION1,GRWIONPH3,S04B2,2054,0.268961513
REGION1,GRWIONPH3,S04B2,2055,0.268961513
REGION1,GRWIONPH3,S04B2,2056,0.268961513
REGION1,GRWIONPH3,S04B2,2057,0.268961513
REGION1,GRWIONPH3,S04B2,2058,0.268961513
REGION1,GRWIONPH3,S04B2,2059,0.268961513
REGION1,GRWIONPH3,S04B2,2060,0.268961513
REGION1,GRWIONPH3,S04B3,2015,0.253296612
REGION1,GRWIONPH3,S04B3,2016,0.253296612
REGION1,GRWIONPH3,S04B3,2017,0.253296612
REGION1,GRWIONPH3,S04B3,2018,0.253296612
REGION1,GRWIONPH3,S04B3,2019,0.253296612
REGION1,GRWIONPH3,S04B3,2020,0.253296612
REGION1,GRWIONPH3,S04B3,2021,0.253296612
REGION1,GRWIONPH3,S04B3,2022,0.253296612
REGION1,GRWIONPH3,S04B3,2023,0.253296612
REGION1,GRWIONPH3,S04B3,2024,0.253296612
REGION1,GRWIONPH3,S04B3,2025,0.253296612
REGION1,GRWIONPH3,S04B3,2026,0.253296612
REGION1,GRWIONPH3,S04B3,2027,0.253296612
REGION1,GRWIONPH3,S04B3,2028,0.253296612
REGION1,GRWIONPH3,S04B3,2029,0.253296612
REGION1,GRWIONPH3,S04B3,2030,0.253296612
REGION1,GRWIONPH3,S04B3,2031,0.253296612
REGION1,GRWIONPH3,S04B3,2032,0.253296612
REGION1,GRWIONPH3,S04B3,2033,0.253296612
REGION1,GRWIONPH3,S04B3,2034,0.253296612
REGION1,GRWIONPH3,S04B3,2035,0.253296612
REGION1,GRWIONPH3,S04B3,2036,0.253296612
REGION1,GRWIONPH3,S04B3,2037,0.253296612
REGION1,GRWIONPH3,S04B3,2038,0.253296612
REGION1,GRWIONPH3,S04B3,2039,0.253296612
REGION1,GRWIONPH3,S04B3,2040,0.253296612
REGION1,GRWIONPH3,S04B3,2041,0.253296612
REGION1,GRWIONPH3,S04B3,2042,0.253296612
REGION1,GRWIONPH3,S04B3,2043,0.253296612
REGION1,GRWIONPH3,S04B3,2044,0.253296612
REGION1,GRWIONPH3,S04B3,2045,0.253296612
REGION1,GRWIONPH3,S04B3,2046,0.253296612
REGION1,GRWIONPH3,S04B3,2047,0.253296612
REGION1,GRWIONPH3,S04B3,2048,0.253296612
REGION1,GRWIONPH3,S04B3,2049,0.253296612
REGION1,GRWIONPH3,S04B3,2050,0.253296612
REGION1,GRWIONPH3,S04B3,2051,0.253296612
REGION1,GRWIONPH3,S04B3,2052,0.253296612
REGION1,GRWIONPH3,S04B3,2053,0.253296612
REGION1,GRWIONPH3,S04B3,2054,0.253296612
REGION1,GRWIONPH3,S04B3,2055,0.253296612
REGION1,GRWIONPH3,S04B3,2056,0.253296612
REGION1,GRWIONPH3,S04B3,2057,0.253296612
REGION1,GRWIONPH3,S04B3,2058,0.253296612
REGION1,GRWIONPH3,S04B3,2059,0.253296612
REGION1,GRWIONPH3,S04B3,2060,0.253296612
REGION1,GRWIONPH3,S05B1,2015,0.305221539
REGION1,GRWIONPH3,S05B1,2016,0.305221539
REGION1,GRWIONPH3,S05B1,2017,0.305221539
REGION1,GRWIONPH3,S05B1,2018,0.305221539
REGION1,GRWIONPH3,S05B1,2019,0.305221539
REGION1,GRWIONPH3,S05B1,2020,0.305221539
REGION1,GRWIONPH3,S05B1,2021,0.305221539
REGION1,GRWIONPH3,S05B1,2022,0.305221539
REGION1,GRWIONPH3,S05B1,2023,0.305221539
REGION1,GRWIONPH3,S05B1,2024,0.305221539
REGION1,GRWIONPH3,S05B1,2025,0.305221539
REGION1,GRWIONPH3,S05B1,2026,0.305221539
REGION1,GRWIONPH3,S05B1,2027,0.305221539
REGION1,GRWIONPH3,S05B1,2028,0.305221539
REGION1,GRWIONPH3,S05B1,2029,0.305221539
REGION1,GRWIONPH3,S05B1,2030,0.305221539
REGION1,GRWIONPH3,S05B1,2031,0.305221539
REGION1,GRWIONPH3,S05B1,2032,0.305221539
REGION1,GRWIONPH3,S05B1,2033,0.305221539
REGION1,GRWIONPH3,S05B1,2034,0.305221539
REGION1,GRWIONPH3,S05B1,2035,0.305221539
REGION1,GRWIONPH3,S05B1,2036,0.305221539
REGION1,GRWIONPH3,S05B1,2037,0.305221539
REGION1,GRWIONPH3,S05B1,2038,0.305221539
REGION1,GRWIONPH3,S05B1,2039,0.305221539
REGION1,GRWIONPH3,S05B1,2040,0.305221539
REGION1,GRWIONPH3,S05B1,2041,0.305221539
REGION1,GRWIONPH3,S05B1,2042,0.305221539
REGION1,GRWIONPH3,S05B1,2043,0.305221539
REGION1,GRWIONPH3,S05B1,2044,0.305221539
REGION1,GRWIONPH3,S05B1,2045,0.305221539
REGION1,GRWIONPH3,S05B1,2046,0.305221539
REGION1,GRWIONPH3,S05B1,2047,0.305221539
REGION1,GRWIONPH3,S05B1,2048,0.305221539
REGION1,GRWIONPH3,S05B1,2049,0.305221539
REGION1,GRWIONPH3,S05B1,2050,0.305221539
REGION1,GRWIONPH3,S05B1,2051,0.305221539
REGION1,GRWIONPH3,S05B1,2052,0.305221539
REGION1,GRWIONPH3,S05B1,2053,0.305221539
REGION1,GRWIONPH3,S05B1,2054,0.305221539
REGION1,GRWIONPH3,S05B1,2055,0.305221539
REGION1,GRWIONPH3,S05B1,2056,0.305221539
REGION1,GRWIONPH3,S05B1,2057,0.305221539
REGION1,GRWIONPH3,S05B1,2058,0.305221539
REGION1,GRWIONPH3,S05B1,2059,0.305221539
REGION1,GRWIONPH3,S05B1,2060,0.305221539
REGION1,GRWIONPH3,S05B2,2015,0.316855208
REGION1,GRWIONPH3,S05B2,2016,0.316855208
REGION1,GRWIONPH3,S05B2,2017,0.316855208
REGION1,GRWIONPH3,S05B2,2018,0.316855208
REGION1,GRWIONPH3,S05B2,2019,0.316855208
REGION1,GRWIONPH3,S05B2,2020,0.316855208
REGION1,GRWIONPH3,S05B2,2021,0.316855208
REGION1,GRWIONPH3,S05B2,2022,0.316855208
REGION1,GRWIONPH3,S05B2,2023,0.316855208
REGION1,GRWIONPH3,S05B2,2024,0.316855208
REGION1,GRWIONPH3,S05B2,2025,0.316855208
REGION1,GRWIONPH3,S05B2,2026,0.316855208
REGION1,GRWIONPH3,S05B2,2027,0.316855208
REGION1,GRWIONPH3,S05B2,2028,0.316855208
REGION1,GRWIONPH3,S05B2,2029,0.316855208
REGION1,GRWIONPH3,S05B2,2030,0.316855208
REGION1,GRWIONPH3,S05B2,2031,0.316855208
REGION1,GRWIONPH3,S05B2,2032,0.316855208
REGION1,GRWIONPH3,S05B2,2033,0.316855208
REGION1,GRWIONPH3,S05B2,2034,0.316855208
REGION1,GRWIONPH3,S05B2,2035,0.316855208
REGION1,GRWIONPH3,S05B2,2036,0.316855208
REGION1,GRWIONPH3,S05B2,2037,0.316855208
REGION1,GRWIONPH3,S05B2,2038,0.316855208
REGION1,GRWIONPH3,S05B2,2039,0.316855208
REGION1,GRWIONPH3,S05B2,2040,0.316855208
REGION1,GRWIONPH3,S05B2,2041,0.316855208
REGION1,GRWIONPH3,S05B2,2042,0.316855208
REGION1,GRWIONPH3,S05B2,2043,0.316855208
REGION1,GRWIONPH3,S05B2,2044,0.316855208
REGION1,GRWIONPH3,S05B2,2045,0.316855208
REGION1,GRWIONPH3,S05B2,2046,0.316855208
REGION1,GRWIONPH3,S05B2,2047,0.316855208
REGION1,GRWIONPH3,S05B2,2048,0.316855208
REGION1,GRWIONPH3,S05B2,2049,0.316855208
REGION1,GRWIONPH3,S05B2,2050,0.316855208
REGION1,GRWIONPH3,S05B2,2051,0.316855208
REGION1,GRWIONPH3,S05B2,2052,0.316855208
REGION1,GRWIONPH3,S05B2,2053,0.316855208
REGION1,GRWIONPH3,S05B2,2054,0.316855208
REGION1,GRWIONPH3,S05B2,2055,0.316855208
REGION1,GRWIONPH3,S05B2,2056,0.316855208
REGION1,GRWIONPH3,S05B2,2057,0.316855208
REGION1,GRWIONPH3,S05B2,2058,0.316855208
REGION1,GRWIONPH3,S05B2,2059,0.316855208
REGION1,GRWIONPH3,S05B2,2060,0.316855208
REGION1,GRWIONPH3,S05B3,2015,0.311976319
REGION1,GRWIONPH3,S05B3,2016,0.311976319
REGION1,GRWIONPH3,S05B3,2017,0.311976319
REGION1,GRWIONPH3,S05B3,2018,0.311976319
REGION1,GRWIONPH3,S05B3,2019,0.311976319
REGION1,GRWIONPH3,S05B3,2020,0.311976319
REGION1,GRWIONPH3,S05B3,2021,0.311976319
REGION1,GRWIONPH3,S05B3,2022,0.311976319
REGION1,GRWIONPH3,S05B3,2023,0.311976319
REGION1,GRWIONPH3,S05B3,2024,0.311976319
REGION1,GRWIONPH3,S05B3,2025,0.311976319
REGION1,GRWIONPH3,S05B3,2026,0.311976319
REGION1,GRWIONPH3,S05B3,2027,0.311976319
REGION1,GRWIONPH3,S05B3,2028,0.311976319
REGION1,GRWIONPH3,S05B3,2029,0.311976319
REGION1,GRWIONPH3,S05B3,2030,0.311976319
REGION1,GRWIONPH3,S05B3,2031,0.311976319
REGION1,GRWIONPH3,S05B3,2032,0.311976319
REGION1,GRWIONPH3,S05B3,2033,0.311976319
REGION1,GRWIONPH3,S05B3,2034,0.311976319
REGION1,GRWIONPH3,S05B3,2035,0.311976319
REGION1,GRWIONPH3,S05B3,2036,0.311976319
REGION1,GRWIONPH3,S05B3,2037,0.311976319
REGION1,GRWIONPH3,S05B3,2038,0.311976319
REGION1,GRWIONPH3,S05B3,2039,0.311976319
REGION1,GRWIONPH3,S05B3,2040,0.311976319
REGION1,GRWIONPH3,S05B3,2041,0.311976319
REGION1,GRWIONPH3,S05B3,2042,0.311976319
REGION1,GRWIONPH3,S05B3,2043,0.311976319
REGION1,GRWIONPH3,S05B3,2044,0.311976319
REGION1,GRWIONPH3,S05B3,2045,0.311976319
REGION1,GRWIONPH3,S05B3,2046,0.311976319
REGION1,GRWIONPH3,S05B3,2047,0.311976319
REGION1,GRWIONPH3,S05B3,2048,0.311976319
REGION1,GRWIONPH3,S05B3,2049,0.311976319
REGION1,GRWIONPH3,S05B3,2050,0.311976319
REGION1,GRWIONPH3,S05B3,2051,0.311976319
REGION1,GRWIONPH3,S05B3,2052,0.311976319
REGION1,GRWIONPH3,S05B3,2053,0.311976319
REGION1,GRWIONPH3,S05B3,2054,0.311976319
REGION1,GRWIONPH3,S05B3,2055,0.311976319
REGION1,GRWIONPH3,S05B3,2056,0.311976319
REGION1,GRWIONPH3,S05B3,2057,0.311976319
REGION1,GRWIONPH3,S05B3,2058,0.311976319
REGION1,GRWIONPH3,S05B3,2059,0.311976319
REGION1,GRWIONPH3,S05B3,2060,0.311976319
REGION1,HRSODIFH1,S01B1,2015,9.55485e-05
REGION1,HRSODIFH1,S01B1,2016,9.55485e-05
REGION1,HRSODIFH1,S01B1,2017,9.55485e-05
REGION1,HRSODIFH1,S01B1,2018,9.55485e-05
REGION1,HRSODIFH1,S01B1,2019,9.55485e-05
REGION1,HRSODIFH1,S01B1,2020,9.55485e-05
REGION1,HRSODIFH1,S01B1,2021,9.55485e-05
REGION1,HRSODIFH1,S01B1,2022,9.55485e-05
REGION1,HRSODIFH1,S01B1,2023,9.55485e-05
REGION1,HRSODIFH1,S01B1,2024,9.55485e-05
REGION1,HRSODIFH1,S01B1,2025,9.55485e-05
REGION1,HRSODIFH1,S01B1,2026,9.55485e-05
REGION1,HRSODIFH1,S01B1,2027,9.55485e-05
REGION1,HRSODIFH1,S01B1,2028,9.55485e-05
REGION1,HRSODIFH1,S01B1,2029,9.55485e-05
REGION1,HRSODIFH1,S01B1,2030,9.55485e-05
REGION1,HRSODIFH1,S01B1,2031,9.55485e-05
REGION1,HRSODIFH1,S01B1,2032,9.55485e-05
REGION1,HRSODIFH1,S01B1,2033,9.55485e-05
REGION1,HRSODIFH1,S01B1,2034,9.55485e-05
REGION1,HRSODIFH1,S01B1,2035,9.55485e-05
REGION1,HRSODIFH1,S01B1,2036,9.55485e-05
REGION1,HRSODIFH1,S01B1,2037,9.55485e-05
REGION1,HRSODIFH1,S01B1,2038,9.55485e-05
REGION1,HRSODIFH1,S01B1,2039,9.55485e-05
REGION1,HRSODIFH1,S01B1,2040,9.55485e-05
REGION1,HRSODIFH1,S01B1,2041,9.55485e-05
REGION1,HRSODIFH1,S01B1,2042,9.55485e-05
REGION1,HRSODIFH1,S01B1,2043,9.55485e-05
REGION1,HRSODIFH1,S01B1,2044,9.55485e-05
REGION1,HRSODIFH1,S01B1,2045,9.55485e-05
REGION1,HRSODIFH1,S01B1,2046,9.55485e-05
REGION1,HRSODIFH1,S01B1,2047,9.55485e-05
REGION1,HRSODIFH1,S01B1,2048,9.55485e-05
REGION1,HRSODIFH1,S01B1,2049,9.55485e-05
REGION1,HRSODIFH1,S01B1,2050,9.55485e-05
REGION1,HRSODIFH1,S01B1,2051,9.55485e-05
REGION1,HRSODIFH1,S01B1,2052,9.55485e-05
REGION1,HRSODIFH1,S01B1,2053,9.55485e-05
REGION1,HRSODIFH1,S01B1,2054,9.55485e-05
REGION1,HRSODIFH1,S01B1,2055,9.55485e-05
REGION1,HRSODIFH1,S01B1,2056,9.55485e-05
REGION1,HRSODIFH1,S01B1,2057,9.55485e-05
REGION1,HRSODIFH1,S01B1,2058,9.55485e-05
REGION1,HRSODIFH1,S01B1,2059,9.55485e-05
REGION1,HRSODIFH1,S01B1,2060,9.55485e-05
REGION1,HRSODIFH1,S01B2,2015,0.142483115
REGION1,HRSODIFH1,S01B2,2016,0.142483115
REGION1,HRSODIFH1,S01B2,2017,0.142483115
REGION1,HRSODIFH1,S01B2,2018,0.142483115
REGION1,HRSODIFH1,S01B2,2019,0.142483115
REGION1,HRSODIFH1,S01B2,2020,0.142483115
