REGION,EMISSION,YEAR,VALUE
REGION1,CZWI,2036,3.3243192
REGION1,CZWI,2037,3.3829344
REGION1,CZWI,2038,3.4415496
REGION1,CZWI,2039,3.5001648
REGION1,CZWI,2040,3.55878
REGION1,CZWI,2041,4.0444488
REGION1,CZWI,2042,4.5301176
REGION1,CZWI,2043,5.0157864
REGION1,CZWI,2044,5.5014552
REGION1,CZWI,2045,5.987124
REGION1,CZWI,2046,6.07086
REGION1,CZWI,2047,6.154596
REGION1,CZWI,2048,6.238332
REGION1,CZWI,2049,6.3221
REGION1,CZWI,2050,6.405804
REGION1,CZWI,2051,6.46986204
REGION1,CZWI,2052,6.53456066
REGION1,CZWI,2053,6.599906267
REGION1,CZWI,2054,6.66590533
REGION1,CZWI,2055,6.732564383
REGION1,CZWI,2056,6.799890027
REGION1,CZWI,2057,6.867888927
REGION1,CZWI,2058,6.936567816
REGION1,CZWI,2059,7.005933495
REGION1,CZWI,2060,7.075992829
REGION1,DEHO,2015,80.5959
REGION1,DEHO,2016,80.679636
REGION1,DEHO,2017,80.763372
REGION1,DEHO,2018,80.847108
REGION1,DEHO,2019,80.930844
REGION1,DEHO,2020,81.01458
REGION1,DEHO,2021,81.3830184
REGION1,DEHO,2022,81.7514568
REGION1,DEHO,2023,82.1198952
REGION1,DEHO,2024,82.4883336
REGION1,DEHO,2025,82.856772
REGION1,DEHO,2026,83.4345504
REGION1,DEHO,2027,84.0123288
REGION1,DEHO,2028,84.5901072
REGION1,DEHO,2029,85.1678856
REGION1,DEHO,2030,85.745664
REGION1,DEHO,2031,87.1356816
REGION1,DEHO,2032,88.5256992
REGION1,DEHO,2033,89.9157168
REGION1,DEHO,2034,91.3057344
REGION1,DEHO,2035,92.695752
REGION1,DEHO,2036,93.868056
REGION1,DEHO,2037,95.04036
REGION1,DEHO,2038,96.212664
REGION1,DEHO,2039,97.384968
REGION1,DEHO,2040,98.557272
REGION1,DEHO,2041,99.9975312
REGION1,DEHO,2042,101.4377904
REGION1,DEHO,2043,102.8780496
REGION1,DEHO,2044,104.3183088
REGION1,DEHO,2045,105.758568
REGION1,DEHO,2046,106.6880376
REGION1,DEHO,2047,107.6175072
REGION1,DEHO,2048,108.5469768
REGION1,DEHO,2049,109.4764
REGION1,DEHO,2050,110.405916
REGION1,DEHO,2051,110.9579456
REGION1,DEHO,2052,111.5127353
REGION1,DEHO,2053,112.070299
REGION1,DEHO,2054,112.6306505
REGION1,DEHO,2055,113.1938037
REGION1,DEHO,2056,113.7597728
REGION1,DEHO,2057,114.3285716
REGION1,DEHO,2058,114.9002145
REGION1,DEHO,2059,115.4747155
REGION1,DEHO,2060,116.0520891
REGION1,DESO,2015,149.6866478
REGION1,DESO,2016,166.0534773
REGION1,DESO,2017,182.4203068
REGION1,DESO,2018,198.7871363
REGION1,DESO,2019,215.1539658
REGION1,DESO,2020,231.5207953
REGION1,DESO,2021,237.7151372
REGION1,DESO,2022,243.9094791
REGION1,DESO,2023,250.103821
REGION1,DESO,2024,256.2981629
REGION1,DESO,2025,262.4925048
REGION1,DESO,2026,271.8158238
REGION1,DESO,2027,281.1391428
REGION1,DESO,2028,290.4624618
REGION1,DESO,2029,299.7857807
REGION1,DESO,2030,309.1090997
REGION1,DESO,2031,307.7856921
REGION1,DESO,2032,306.4622846
REGION1,DESO,2033,305.138877
REGION1,DESO,2034,303.8154694
REGION1,DESO,2035,302.4920619
REGION1,DESO,2036,306.4730362
REGION1,DESO,2037,310.4540104
REGION1,DESO,2038,314.4349847
REGION1,DESO,2039,318.415959
REGION1,DESO,2040,322.3969333
REGION1,DESO,2041,326.5640723
REGION1,DESO,2042,330.7312113
REGION1,DESO,2043,334.8983503
REGION1,DESO,2044,339.0654893
REGION1,DESO,2045,343.2326283
REGION1,DESO,2046,353.9981198
REGION1,DESO,2047,364.7636112
REGION1,DESO,2048,375.5291026
REGION1,DESO,2049,386.2946
REGION1,DESO,2050,397.0600854
REGION1,DESO,2051,405.8880944
REGION1,DESO,2052,413.0916128
REGION1,DESO,2053,418.9463675
REGION1,DESO,2054,423.6898604
REGION1,DESO,2055,427.5232952
REGION1,DESO,2056,430.6150005
REGION1,DESO,2057,433.1044548
REGION1,DESO,2058,435.1063765
REGION1,DESO,2059,436.7145743
REGION1,DESO,2060,438.0054112
REGION1,DEWI,2015,594.2818414
REGION1,DEWI,2016,658.1460426
REGION1,DEWI,2017,724.2660534
REGION1,DEWI,2018,792.6418736
REGION1,DEWI,2019,863.2735033
REGION1,DEWI,2020,936.1609425
REGION1,DEWI,2021,1003.462856
REGION1,DEWI,2022,1072.343837
REGION1,DEWI,2023,1142.803884
REGION1,DEWI,2024,1214.842998
REGION1,DEWI,2025,1288.461178
REGION1,DEWI,2026,1363.658425
REGION1,DEWI,2027,1440.434739
REGION1,DEWI,2028,1518.790119
REGION1,DEWI,2029,1598.724566
REGION1,DEWI,2030,1680.23808
REGION1,DEWI,2031,1705.08094
REGION1,DEWI,2032,1729.969844
REGION1,DEWI,2033,1754.904791
REGION1,DEWI,2034,1779.885781
REGION1,DEWI,2035,1804.912815
REGION1,DEWI,2036,1831.091056
REGION1,DEWI,2037,1857.343468
REGION1,DEWI,2038,1883.67005
REGION1,DEWI,2039,1910.070802
REGION1,DEWI,2040,1936.545725
REGION1,DEWI,2041,1947.489057
REGION1,DEWI,2042,1958.462785
REGION1,DEWI,2043,1969.46691
REGION1,DEWI,2044,1980.501431
REGION1,DEWI,2045,1991.566348
REGION1,DEWI,2046,2002.321224
REGION1,DEWI,2047,2013.104386
REGION1,DEWI,2048,2023.915834
REGION1,DEWI,2049,2034.755568
REGION1,DEWI,2050,2045.623588
REGION1,DEWI,2051,2053.897927
REGION1,DEWI,2052,2053.897927
REGION1,DEWI,2053,2053.897927
REGION1,DEWI,2054,2053.897927
REGION1,DEWI,2055,2053.897927
REGION1,DEWI,2056,2053.897927
REGION1,DEWI,2057,2053.897927
REGION1,DEWI,2058,2053.897927
REGION1,DEWI,2059,2053.897927
REGION1,DEWI,2060,2053.897927
REGION1,DKHO,2015,0.083736
REGION1,DKHO,2016,0.083736
REGION1,DKHO,2017,0.083736
REGION1,DKHO,2018,0.083736
REGION1,DKHO,2019,0.083736
REGION1,DKHO,2020,0.083736
REGION1,DKHO,2021,0.083736
REGION1,DKHO,2022,0.083736
REGION1,DKHO,2023,0.083736
REGION1,DKHO,2024,0.083736
REGION1,DKHO,2025,0.083736
REGION1,DKHO,2026,0.083736
REGION1,DKHO,2027,0.083736
REGION1,DKHO,2028,0.083736
REGION1,DKHO,2029,0.083736
REGION1,DKHO,2030,0.083736
REGION1,DKHO,2031,0.083736
REGION1,DKHO,2032,0.083736
REGION1,DKHO,2033,0.083736
REGION1,DKHO,2034,0.083736
REGION1,DKHO,2035,0.083736
REGION1,DKHO,2036,0.083736
REGION1,DKHO,2037,0.083736
REGION1,DKHO,2038,0.083736
REGION1,DKHO,2039,0.083736
REGION1,DKHO,2040,0.083736
REGION1,DKHO,2041,0.083736
REGION1,DKHO,2042,0.083736
REGION1,DKHO,2043,0.083736
REGION1,DKHO,2044,0.083736
REGION1,DKHO,2045,0.083736
REGION1,DKHO,2046,0.083736
REGION1,DKHO,2047,0.083736
REGION1,DKHO,2048,0.083736
REGION1,DKHO,2049,0.083736
REGION1,DKHO,2050,0.083736
REGION1,DKHO,2051,0.083736
REGION1,DKHO,2052,0.083736
REGION1,DKHO,2053,0.083736
REGION1,DKHO,2054,0.083736
REGION1,DKHO,2055,0.083736
REGION1,DKHO,2056,0.083736
REGION1,DKHO,2057,0.083736
REGION1,DKHO,2058,0.083736
REGION1,DKHO,2059,0.083736
REGION1,DKHO,2060,0.083736
REGION1,DKWI,2015,42.161076
REGION1,DKWI,2016,44.756892
REGION1,DKWI,2017,47.352708
REGION1,DKWI,2018,49.948524
REGION1,DKWI,2019,52.54434
REGION1,DKWI,2020,55.140156
REGION1,DKWI,2021,56.1617352
REGION1,DKWI,2022,57.1833144
REGION1,DKWI,2023,58.2048936
REGION1,DKWI,2024,59.2264728
REGION1,DKWI,2025,60.248052
REGION1,DKWI,2026,62.341452
REGION1,DKWI,2027,64.434852
REGION1,DKWI,2028,66.528252
REGION1,DKWI,2029,68.621652
REGION1,DKWI,2030,70.715052
REGION1,DKWI,2031,71.2928304
REGION1,DKWI,2032,71.8706088
REGION1,DKWI,2033,72.4483872
REGION1,DKWI,2034,73.0261656
REGION1,DKWI,2035,73.603944
REGION1,DKWI,2036,74.231964
REGION1,DKWI,2037,74.859984
REGION1,DKWI,2038,75.488004
REGION1,DKWI,2039,76.116024
REGION1,DKWI,2040,76.744044
REGION1,DKWI,2041,77.120856
REGION1,DKWI,2042,77.497668
REGION1,DKWI,2043,77.87448
REGION1,DKWI,2044,78.251292
REGION1,DKWI,2045,78.628104
REGION1,DKWI,2046,80.7968664
REGION1,DKWI,2047,82.9656288
REGION1,DKWI,2048,85.1343912
REGION1,DKWI,2049,87.3031536
REGION1,DKWI,2050,89.471916
REGION1,DKWI,2051,91.26135432
REGION1,DKWI,2052,93.08658141
REGION1,DKWI,2053,94.94831303
REGION1,DKWI,2054,96.8472793
REGION1,DKWI,2055,98.78422488
REGION1,DKWI,2056,100.2659883
REGION1,DKWI,2057,101.7699781
REGION1,DKWI,2058,103.2965277
REGION1,DKWI,2059,104.8459757
REGION1,DKWI,2060,106.4186653
REGION1,EEHO,2015,0.125604
REGION1,EEHO,2016,0.125604
REGION1,EEHO,2017,0.125604
REGION1,EEHO,2018,0.125604
REGION1,EEHO,2019,0.125604
REGION1,EEHO,2020,0.125604
REGION1,EEHO,2021,0.125604
REGION1,EEHO,2022,0.125604
REGION1,EEHO,2023,0.125604
REGION1,EEHO,2024,0.125604
REGION1,EEHO,2025,0.125604
REGION1,EEHO,2026,0.125604
REGION1,EEHO,2027,0.125604
REGION1,EEHO,2028,0.125604
REGION1,EEHO,2029,0.125604
REGION1,EEHO,2030,0.125604
REGION1,EEHO,2031,0.1590984
REGION1,EEHO,2032,0.1925928
REGION1,EEHO,2033,0.2260872
REGION1,EEHO,2034,0.2595816
REGION1,EEHO,2035,0.293076
REGION1,EEHO,2036,0.3014496
REGION1,EEHO,2037,0.3098232
REGION1,EEHO,2038,0.3181968
REGION1,EEHO,2039,0.3265704
REGION1,EEHO,2040,0.334944
REGION1,EEHO,2041,0.334944
REGION1,EEHO,2042,0.334944
REGION1,EEHO,2043,0.334944
REGION1,EEHO,2044,0.334944
REGION1,EEHO,2045,0.334944
REGION1,EEHO,2046,0.3265704
REGION1,EEHO,2047,0.3181968
REGION1,EEHO,2048,0.3098232
REGION1,EEHO,2049,0.3014496
REGION1,EEHO,2050,0.293076
REGION1,EEHO,2051,0.28721448
REGION1,EEHO,2052,0.28147019
REGION1,EEHO,2053,0.275840787
REGION1,EEHO,2054,0.270323971
REGION1,EEHO,2055,0.264917491
REGION1,EEHO,2056,0.259619142
REGION1,EEHO,2057,0.254426759
REGION1,EEHO,2058,0.249338224
REGION1,EEHO,2059,0.244351459
REGION1,EEHO,2060,0.23946443
REGION1,EEWI,2015,2.493
REGION1,EEWI,2016,2.7423
REGION1,EEWI,2017,3.01653
REGION1,EEWI,2018,3.318183
REGION1,EEWI,2019,3.6500013
REGION1,EEWI,2020,4.01500143
REGION1,EEWI,2021,4.416501573
REGION1,EEWI,2022,4.85815173
REGION1,EEWI,2023,5.343966903
REGION1,EEWI,2024,5.878363594
REGION1,EEWI,2025,6.466199953
REGION1,EEWI,2026,7.112819948
REGION1,EEWI,2027,7.824101943
REGION1,EEWI,2028,8.606512137
REGION1,EEWI,2029,9.467163351
REGION1,EEWI,2030,9.940521519
REGION1,EEWI,2031,10.43754759
REGION1,EEWI,2032,10.95942497
REGION1,EEWI,2033,11.50739622
REGION1,EEWI,2034,11.79508113
REGION1,EEWI,2035,12.08995816
REGION1,EEWI,2036,12.39220711
REGION1,EEWI,2037,12.70201229
REGION1,EEWI,2038,13.0195626
REGION1,EEWI,2039,13.34505166
REGION1,EEWI,2040,13.67867795
REGION1,EEWI,2041,14.08903829
REGION1,EEWI,2042,14.51170944
REGION1,EEWI,2043,14.94706072
REGION1,EEWI,2044,15.39547254
REGION1,EEWI,2045,15.85733672
REGION1,EEWI,2046,16.33305682
REGION1,EEWI,2047,16.82304853
REGION1,EEWI,2048,17.32773998
REGION1,EEWI,2049,17.84757218
REGION1,EEWI,2050,18.38299935
REGION1,EEWI,2051,18.62197834
REGION1,EEWI,2052,18.86406406
REGION1,EEWI,2053,19.10929689
REGION1,EEWI,2054,19.35771775
REGION1,EEWI,2055,19.60936808
REGION1,EEWI,2056,19.86428987
REGION1,EEWI,2057,20.12252563
REGION1,EEWI,2058,20.38411847
REGION1,EEWI,2059,20.64911201
REGION1,EEWI,2060,20.91755046
REGION1,ESHO,2015,119.449404
REGION1,ESHO,2016,119.5247664
REGION1,ESHO,2017,119.6001288
REGION1,ESHO,2018,119.6754912
REGION1,ESHO,2019,119.7508536
REGION1,ESHO,2020,119.826216
REGION1,ESHO,2021,119.9434464
REGION1,ESHO,2022,120.0606768
REGION1,ESHO,2023,120.1779072
REGION1,ESHO,2024,120.2951376
REGION1,ESHO,2025,120.412368
REGION1,ESHO,2026,120.454236
REGION1,ESHO,2027,120.496104
REGION1,ESHO,2028,120.537972
REGION1,ESHO,2029,120.57984
REGION1,ESHO,2030,120.621708
REGION1,ESHO,2031,120.6468288
REGION1,ESHO,2032,120.6719496
REGION1,ESHO,2033,120.6970704
REGION1,ESHO,2034,120.7221912
REGION1,ESHO,2035,120.747312
REGION1,ESHO,2036,120.7305648
REGION1,ESHO,2037,120.7138176
REGION1,ESHO,2038,120.6970704
REGION1,ESHO,2039,120.6803232
REGION1,ESHO,2040,120.663576
REGION1,ESHO,2041,121.4255736
REGION1,ESHO,2042,122.1875712
REGION1,ESHO,2043,122.9495688
REGION1,ESHO,2044,123.7115664
REGION1,ESHO,2045,124.473564
REGION1,ESHO,2046,124.6577832
REGION1,ESHO,2047,124.8420024
REGION1,ESHO,2048,125.0262216
REGION1,ESHO,2049,125.2104
REGION1,ESHO,2050,125.39466
REGION1,ESHO,2051,125.5200547
REGION1,ESHO,2052,125.6455747
REGION1,ESHO,2053,125.7712203
REGION1,ESHO,2054,125.8969915
REGION1,ESHO,2055,126.0228885
REGION1,ESHO,2056,126.1489114
REGION1,ESHO,2057,126.2750603
REGION1,ESHO,2058,126.4013354
REGION1,ESHO,2059,126.5277367
REGION1,ESHO,2060,126.6542644
REGION1,ESSO,2015,53.925984
REGION1,ESSO,2016,59.0841216
REGION1,ESSO,2017,64.2422592
REGION1,ESSO,2018,69.4003968
REGION1,ESSO,2019,74.5585344
REGION1,ESSO,2020,79.716672
REGION1,ESSO,2021,90.309276
REGION1,ESSO,2022,100.90188
REGION1,ESSO,2023,111.494484
REGION1,ESSO,2024,122.087088
REGION1,ESSO,2025,132.679692
REGION1,ESSO,2026,147.3586128
REGION1,ESSO,2027,162.0375336
REGION1,ESSO,2028,176.7164544
REGION1,ESSO,2029,191.3953752
REGION1,ESSO,2030,206.074296
REGION1,ESSO,2031,217.964808
REGION1,ESSO,2032,229.85532
REGION1,ESSO,2033,241.745832
REGION1,ESSO,2034,253.636344
REGION1,ESSO,2035,265.526856
REGION1,ESSO,2036,278.4556944
REGION1,ESSO,2037,291.3845328
REGION1,ESSO,2038,304.3133712
REGION1,ESSO,2039,317.2422096
REGION1,ESSO,2040,330.171048
REGION1,ESSO,2041,334.818396
REGION1,ESSO,2042,339.465744
REGION1,ESSO,2043,344.113092
REGION1,ESSO,2044,348.76044
REGION1,ESSO,2045,353.407788
REGION1,ESSO,2046,367.3582056
REGION1,ESSO,2047,381.3086232
REGION1,ESSO,2048,395.2590408
REGION1,ESSO,2049,409.2095
REGION1,ESSO,2050,423.159876
REGION1,ESSO,2051,435.8546723
REGION1,ESSO,2052,448.9303124
REGION1,ESSO,2053,462.3982218
REGION1,ESSO,2054,476.2701685
REGION1,ESSO,2055,490.5582735
REGION1,ESSO,2056,505.2750217
REGION1,ESSO,2057,520.4332724
REGION1,ESSO,2058,536.0462706
REGION1,ESSO,2059,552.1276587
REGION1,ESSO,2060,568.6914884
REGION1,ESWI,2015,186.019524
REGION1,ESWI,2016,189.3773376
REGION1,ESWI,2017,192.7351512
REGION1,ESWI,2018,196.0929648
REGION1,ESWI,2019,199.4507784
REGION1,ESWI,2020,202.808592
REGION1,ESWI,2021,204.4916856
REGION1,ESWI,2022,206.1747792
REGION1,ESWI,2023,207.8578728
REGION1,ESWI,2024,209.5409664
REGION1,ESWI,2025,211.22406
REGION1,ESWI,2026,220.8620736
REGION1,ESWI,2027,230.5000872
REGION1,ESWI,2028,240.1381008
REGION1,ESWI,2029,249.7761144
REGION1,ESWI,2030,259.414128
REGION1,ESWI,2031,260.5696848
REGION1,ESWI,2032,261.7252416
REGION1,ESWI,2033,262.8807984
REGION1,ESWI,2034,264.0363552
REGION1,ESWI,2035,265.191912
REGION1,ESWI,2036,274.1600376
REGION1,ESWI,2037,283.1281632
REGION1,ESWI,2038,292.0962888
REGION1,ESWI,2039,301.0644144
REGION1,ESWI,2040,310.03254
REGION1,ESWI,2041,327.6003528
REGION1,ESWI,2042,345.1681656
REGION1,ESWI,2043,362.7359784
REGION1,ESWI,2044,380.3037912
REGION1,ESWI,2045,397.871604
REGION1,ESWI,2046,410.222664
REGION1,ESWI,2047,422.573724
REGION1,ESWI,2048,434.924784
REGION1,ESWI,2049,447.2758
REGION1,ESWI,2050,459.626904
REGION1,ESWI,2051,471.1175766
REGION1,ESWI,2052,482.895516
REGION1,ESWI,2053,494.9679039
REGION1,ESWI,2054,507.3421015
REGION1,ESWI,2055,520.0256541
REGION1,ESWI,2056,533.0262954
REGION1,ESWI,2057,546.3519528
REGION1,ESWI,2058,560.0107516
REGION1,ESWI,2059,574.0110204
REGION1,ESWI,2060,588.3612959
REGION1,FIHO,2015,56.5218
REGION1,FIHO,2016,55.391364
REGION1,FIHO,2017,54.260928
REGION1,FIHO,2018,53.130492
REGION1,FIHO,2019,52.000056
REGION1,FIHO,2020,50.86962
REGION1,FIHO,2021,51.3050472
REGION1,FIHO,2022,51.7404744
REGION1,FIHO,2023,52.1759016
REGION1,FIHO,2024,52.6113288
REGION1,FIHO,2025,53.046756
REGION1,FIHO,2026,53.3314584
REGION1,FIHO,2027,53.6161608
REGION1,FIHO,2028,53.9008632
REGION1,FIHO,2029,54.1855656
REGION1,FIHO,2030,54.470268
REGION1,FIHO,2031,54.8219592
REGION1,FIHO,2032,55.1736504
REGION1,FIHO,2033,55.5253416
REGION1,FIHO,2034,55.8770328
REGION1,FIHO,2035,56.228724
REGION1,FIHO,2036,56.2957128
REGION1,FIHO,2037,56.3627016
REGION1,FIHO,2038,56.4296904
REGION1,FIHO,2039,56.4966792
REGION1,FIHO,2040,56.563668
REGION1,FIHO,2041,56.563668
REGION1,FIHO,2042,56.563668
REGION1,FIHO,2043,56.563668
REGION1,FIHO,2044,56.563668
REGION1,FIHO,2045,56.563668
REGION1,FIHO,2046,57.0577104
REGION1,FIHO,2047,57.5517528
REGION1,FIHO,2048,58.0457952
REGION1,FIHO,2049,58.5398376
REGION1,FIHO,2050,59.03388
REGION1,FIHO,2051,59.3290494
REGION1,FIHO,2052,59.62569465
REGION1,FIHO,2053,59.92382312
REGION1,FIHO,2054,60.22344224
REGION1,FIHO,2055,60.52455945
REGION1,FIHO,2056,60.82718224
REGION1,FIHO,2057,61.13131816
REGION1,FIHO,2058,61.43697475
REGION1,FIHO,2059,61.74415962
REGION1,FIHO,2060,62.05288042
REGION1,FIWI,2015,8.28
REGION1,FIWI,2016,11.61
REGION1,FIWI,2017,14.94
REGION1,FIWI,2018,18.27
REGION1,FIWI,2019,21.6
REGION1,FIWI,2020,24.3
REGION1,FIWI,2021,27.0
REGION1,FIWI,2022,29.7
REGION1,FIWI,2023,32.4
REGION1,FIWI,2024,35.316
REGION1,FIWI,2025,38.49444
REGION1,FIWI,2026,41.9589396
REGION1,FIWI,2027,45.73524416
REGION1,FIWI,2028,49.85141614
REGION1,FIWI,2029,54.33804359
REGION1,FIWI,2030,59.22846751
REGION1,FIWI,2031,61.89374855
REGION1,FIWI,2032,64.67896724
REGION1,FIWI,2033,67.58952076
REGION1,FIWI,2034,70.6310492
REGION1,FIWI,2035,73.80944641
REGION1,FIWI,2036,77.1308715
REGION1,FIWI,2037,80.60176072
REGION1,FIWI,2038,84.22883995
REGION1,FIWI,2039,88.01913775
REGION1,FIWI,2040,91.97999895
REGION1,FIWI,2041,94.04954892
REGION1,FIWI,2042,96.16566377
REGION1,FIWI,2043,98.32939121
REGION1,FIWI,2044,100.5418025
REGION1,FIWI,2045,102.8039931
REGION1,FIWI,2046,105.1170829
REGION1,FIWI,2047,107.4822173
REGION1,FIWI,2048,109.9005672
REGION1,FIWI,2049,112.3733299
REGION1,FIWI,2050,114.9017298
REGION1,FIWI,2051,116.1943743
REGION1,FIWI,2052,117.501561
REGION1,FIWI,2053,118.8234536
REGION1,FIWI,2054,120.1602174
REGION1,FIWI,2055,121.5120199
REGION1,FIWI,2056,122.8790301
REGION1,FIWI,2057,124.2614192
REGION1,FIWI,2058,125.6593602
REGION1,FIWI,2059,127.073028
REGION1,FIWI,2060,128.5025995
REGION1,FRHO,2015,229.269168
REGION1,FRHO,2016,231.5886552
REGION1,FRHO,2017,233.9081424
REGION1,FRHO,2018,236.2276296
REGION1,FRHO,2019,238.5471168
REGION1,FRHO,2020,240.866604
REGION1,FRHO,2021,238.8736872
REGION1,FRHO,2022,236.8807704
REGION1,FRHO,2023,234.8878536
REGION1,FRHO,2024,232.8949368
REGION1,FRHO,2025,230.90202
REGION1,FRHO,2026,230.9103936
REGION1,FRHO,2027,230.9187672
REGION1,FRHO,2028,230.9271408
REGION1,FRHO,2029,230.9355144
REGION1,FRHO,2030,230.943888
REGION1,FRHO,2031,231.9403464
REGION1,FRHO,2032,232.9368048
REGION1,FRHO,2033,233.9332632
REGION1,FRHO,2034,234.9297216
REGION1,FRHO,2035,235.92618
REGION1,FRHO,2036,238.7899512
REGION1,FRHO,2037,241.6537224
REGION1,FRHO,2038,244.5174936
REGION1,FRHO,2039,247.3812648
REGION1,FRHO,2040,250.245036
REGION1,FRHO,2041,253.175796
REGION1,FRHO,2042,256.106556
REGION1,FRHO,2043,259.037316
REGION1,FRHO,2044,261.968076
REGION1,FRHO,2045,264.898836
REGION1,FRHO,2046,267.9552
REGION1,FRHO,2047,271.011564
REGION1,FRHO,2048,274.067928
REGION1,FRHO,2049,277.1243
REGION1,FRHO,2050,280.180656
REGION1,FRHO,2051,282.9824626
REGION1,FRHO,2052,285.8122872
REGION1,FRHO,2053,288.6704101
REGION1,FRHO,2054,291.5571142
REGION1,FRHO,2055,294.4726853
REGION1,FRHO,2056,297.4174122
REGION1,FRHO,2057,300.3915863
REGION1,FRHO,2058,303.3955021
REGION1,FRHO,2059,306.4294572
REGION1,FRHO,2060,309.4937517
REGION1,FRSO,2015,36.41777693
REGION1,FRSO,2016,54.97932114
REGION1,FRSO,2017,73.54086535
REGION1,FRSO,2018,92.10240956
REGION1,FRSO,2019,110.6639538
REGION1,FRSO,2020,129.225498
REGION1,FRSO,2021,137.5812577
REGION1,FRSO,2022,145.9370173
REGION1,FRSO,2023,154.292777
REGION1,FRSO,2024,162.6485367
REGION1,FRSO,2025,171.0042964
REGION1,FRSO,2026,175.2091064
REGION1,FRSO,2027,179.4139165
REGION1,FRSO,2028,183.6187266
REGION1,FRSO,2029,187.8235367
REGION1,FRSO,2030,192.0283468
REGION1,FRSO,2031,196.229369
REGION1,FRSO,2032,200.4303911
REGION1,FRSO,2033,204.6314132
REGION1,FRSO,2034,208.8324353
REGION1,FRSO,2035,213.0334575
REGION1,FRSO,2036,223.2519629
REGION1,FRSO,2037,233.4704683
REGION1,FRSO,2038,243.6889737
REGION1,FRSO,2039,253.907479
REGION1,FRSO,2040,264.1259844
REGION1,FRSO,2041,271.4120579
REGION1,FRSO,2042,278.6981313
REGION1,FRSO,2043,285.9842048
REGION1,FRSO,2044,293.2702782
REGION1,FRSO,2045,300.5563517
REGION1,FRSO,2046,315.152669
REGION1,FRSO,2047,329.7489863
REGION1,FRSO,2048,344.3453036
REGION1,FRSO,2049,358.9416
REGION1,FRSO,2050,373.5379382
REGION1,FRSO,2051,386.4105545
REGION1,FRSO,2052,397.7004697
REGION1,FRSO,2053,407.5558759
REGION1,FRSO,2054,416.1247581
REGION1,FRSO,2055,423.5498116
REGION1,FRSO,2056,429.9651832
REGION1,FRSO,2057,435.4945925
REGION1,FRSO,2058,440.250464
REGION1,FRSO,2059,444.3337681
REGION1,FRSO,2060,447.83434
REGION1,FRWI,2015,77.4558
REGION1,FRWI,2016,101.6638776
REGION1,FRWI,2017,125.8719552
REGION1,FRWI,2018,150.0800328
REGION1,FRWI,2019,174.2881104
REGION1,FRWI,2020,198.496188
REGION1,FRWI,2021,205.8565824
REGION1,FRWI,2022,213.2169768
REGION1,FRWI,2023,220.5773712
REGION1,FRWI,2024,227.9377656
REGION1,FRWI,2025,235.29816
REGION1,FRWI,2026,248.3107344
REGION1,FRWI,2027,261.3233088
REGION1,FRWI,2028,274.3358832
REGION1,FRWI,2029,287.3484576
REGION1,FRWI,2030,300.361032
REGION1,FRWI,2031,300.4531416
REGION1,FRWI,2032,300.5452512
REGION1,FRWI,2033,300.6373608
REGION1,FRWI,2034,300.7294704
REGION1,FRWI,2035,300.82158
REGION1,FRWI,2036,315.307908
REGION1,FRWI,2037,329.794236
REGION1,FRWI,2038,344.280564
REGION1,FRWI,2039,358.766892
REGION1,FRWI,2040,373.25322
REGION1,FRWI,2041,386.2909152
REGION1,FRWI,2042,399.3286104
REGION1,FRWI,2043,412.3663056
REGION1,FRWI,2044,425.4040008
REGION1,FRWI,2045,438.441696
REGION1,FRWI,2046,474.113232
REGION1,FRWI,2047,509.784768
REGION1,FRWI,2048,545.456304
REGION1,FRWI,2049,581.1278
REGION1,FRWI,2050,616.799376
REGION1,FRWI,2051,653.8073386
REGION1,FRWI,2052,693.0357789
REGION1,FRWI,2053,734.6179256
REGION1,FRWI,2054,778.6950011
REGION1,FRWI,2055,825.4167012
REGION1,FRWI,2056,866.6875363
REGION1,FRWI,2057,910.0219131
REGION1,FRWI,2058,955.5230087
REGION1,FRWI,2059,1003.299159
REGION1,FRWI,2060,1053.464117
REGION1,GRHY,2015,21.185208
REGION1,GRHY,2016,21.2019552
REGION1,GRHY,2017,21.2187024
REGION1,GRHY,2018,21.2354496
REGION1,GRHY,2019,21.2521968
REGION1,GRHY,2020,21.268944
REGION1,GRHY,2021,21.0093624
REGION1,GRHY,2022,20.7497808
REGION1,GRHY,2023,20.4901992
REGION1,GRHY,2024,20.2306176
REGION1,GRHY,2025,19.971036
REGION1,GRHY,2026,19.9961568
REGION1,GRHY,2027,20.0212776
REGION1,GRHY,2028,20.0463984
REGION1,GRHY,2029,20.0715192
REGION1,GRHY,2030,20.09664
REGION1,GRHY,2031,20.1301344
REGION1,GRHY,2032,20.1636288
REGION1,GRHY,2033,20.1971232
REGION1,GRHY,2034,20.2306176
REGION1,GRHY,2035,20.264112
REGION1,GRHY,2036,20.2557384
REGION1,GRHY,2037,20.2473648
REGION1,GRHY,2038,20.2389912
REGION1,GRHY,2039,20.2306176
REGION1,GRHY,2040,20.222244
REGION1,GRHY,2041,20.2138704
REGION1,GRHY,2042,20.2054968
REGION1,GRHY,2043,20.1971232
REGION1,GRHY,2044,20.1887496
REGION1,GRHY,2045,20.180376
REGION1,GRHY,2046,20.180376
REGION1,GRHY,2047,20.180376
REGION1,GRHY,2048,20.180376
REGION1,GRHY,2049,20.1804
REGION1,GRHY,2050,20.180376
REGION1,GRHY,2051,20.180376
