REGION,EMISSION,YEAR,VALUE
REGION1,GRHY,2052,20.180376
REGION1,GRHY,2053,20.180376
REGION1,GRHY,2054,20.180376
REGION1,GRHY,2055,20.180376
REGION1,GRHY,2056,20.180376
REGION1,GRHY,2057,20.180376
REGION1,GRHY,2058,20.180376
REGION1,GRHY,2059,20.180376
REGION1,GRHY,2060,20.180376
REGION1,GRSO,2015,21.520152
REGION1,GRSO,2016,22.441248
REGION1,GRSO,2017,23.362344
REGION1,GRSO,2018,24.28344
REGION1,GRSO,2019,25.204536
REGION1,GRSO,2020,26.125632
REGION1,GRSO,2021,28.3781304
REGION1,GRSO,2022,30.6306288
REGION1,GRSO,2023,32.8831272
REGION1,GRSO,2024,35.1356256
REGION1,GRSO,2025,37.388124
REGION1,GRSO,2026,38.8869984
REGION1,GRSO,2027,40.3858728
REGION1,GRSO,2028,41.8847472
REGION1,GRSO,2029,43.3836216
REGION1,GRSO,2030,44.882496
REGION1,GRSO,2031,46.515348
REGION1,GRSO,2032,48.1482
REGION1,GRSO,2033,49.781052
REGION1,GRSO,2034,51.413904
REGION1,GRSO,2035,53.046756
REGION1,GRSO,2036,53.5742928
REGION1,GRSO,2037,54.1018296
REGION1,GRSO,2038,54.6293664
REGION1,GRSO,2039,55.1569032
REGION1,GRSO,2040,55.68444
REGION1,GRSO,2041,57.4177752
REGION1,GRSO,2042,59.1511104
REGION1,GRSO,2043,60.8844456
REGION1,GRSO,2044,62.6177808
REGION1,GRSO,2045,64.351116
REGION1,GRSO,2046,66.2435496
REGION1,GRSO,2047,68.1359832
REGION1,GRSO,2048,70.0284168
REGION1,GRSO,2049,71.9209
REGION1,GRSO,2050,73.813284
REGION1,GRSO,2051,75.6586161
REGION1,GRSO,2052,77.5500815
REGION1,GRSO,2053,79.48883354
REGION1,GRSO,2054,81.47605438
REGION1,GRSO,2055,83.51295574
REGION1,GRSO,2056,85.60077963
REGION1,GRSO,2057,87.74079912
REGION1,GRSO,2058,89.9343191
REGION1,GRSO,2059,92.18267708
REGION1,GRSO,2060,94.487244
REGION1,GRWI,2015,13.81644
REGION1,GRWI,2016,14.8045248
REGION1,GRWI,2017,15.7926096
REGION1,GRWI,2018,16.7806944
REGION1,GRWI,2019,17.7687792
REGION1,GRWI,2020,18.756864
REGION1,GRWI,2021,22.5166104
REGION1,GRWI,2022,26.2763568
REGION1,GRWI,2023,30.0361032
REGION1,GRWI,2024,33.7958496
REGION1,GRWI,2025,37.555596
REGION1,GRWI,2026,41.533056
REGION1,GRWI,2027,45.510516
REGION1,GRWI,2028,49.487976
REGION1,GRWI,2029,53.465436
REGION1,GRWI,2030,57.442896
REGION1,GRWI,2031,57.4931376
REGION1,GRWI,2032,57.5433792
REGION1,GRWI,2033,57.5936208
REGION1,GRWI,2034,57.6438624
REGION1,GRWI,2035,57.694104
REGION1,GRWI,2036,59.0171328
REGION1,GRWI,2037,60.3401616
REGION1,GRWI,2038,61.6631904
REGION1,GRWI,2039,62.9862192
REGION1,GRWI,2040,64.309248
REGION1,GRWI,2041,66.7710864
REGION1,GRWI,2042,69.2329248
REGION1,GRWI,2043,71.6947632
REGION1,GRWI,2044,74.1566016
REGION1,GRWI,2045,76.61844
REGION1,GRWI,2046,77.2799544
REGION1,GRWI,2047,77.9414688
REGION1,GRWI,2048,78.6029832
REGION1,GRWI,2049,79.2645
REGION1,GRWI,2050,79.926012
REGION1,GRWI,2051,80.16579004
REGION1,GRWI,2052,80.40628741
REGION1,GRWI,2053,80.64750627
REGION1,GRWI,2054,80.88944879
REGION1,GRWI,2055,81.13211713
REGION1,GRWI,2056,81.37551348
REGION1,GRWI,2057,81.61964003
REGION1,GRWI,2058,81.86449895
REGION1,GRWI,2059,82.11009244
REGION1,GRWI,2060,82.35642272
REGION1,HRHY,2015,22.315644
REGION1,HRHY,2016,22.4077536
REGION1,HRHY,2017,22.4998632
REGION1,HRHY,2018,22.5919728
REGION1,HRHY,2019,22.6840824
REGION1,HRHY,2020,22.776192
REGION1,HRHY,2021,22.81806
REGION1,HRHY,2022,22.859928
REGION1,HRHY,2023,22.901796
REGION1,HRHY,2024,22.943664
REGION1,HRHY,2025,22.985532
REGION1,HRHY,2026,22.9939056
REGION1,HRHY,2027,23.0022792
REGION1,HRHY,2028,23.0106528
REGION1,HRHY,2029,23.0190264
REGION1,HRHY,2030,23.0274
REGION1,HRHY,2031,23.0274
REGION1,HRHY,2032,23.0274
REGION1,HRHY,2033,23.0274
REGION1,HRHY,2034,23.0274
REGION1,HRHY,2035,23.0274
REGION1,HRHY,2036,23.1278832
REGION1,HRHY,2037,23.2283664
REGION1,HRHY,2038,23.3288496
REGION1,HRHY,2039,23.4293328
REGION1,HRHY,2040,23.529816
REGION1,HRHY,2041,23.65542
REGION1,HRHY,2042,23.781024
REGION1,HRHY,2043,23.906628
REGION1,HRHY,2044,24.032232
REGION1,HRHY,2045,24.157836
REGION1,HRHY,2046,24.1913304
REGION1,HRHY,2047,24.2248248
REGION1,HRHY,2048,24.2583192
REGION1,HRHY,2049,24.2918
REGION1,HRHY,2050,24.325308
REGION1,HRHY,2051,24.35449837
REGION1,HRHY,2052,24.38372377
REGION1,HRHY,2053,24.41298424
REGION1,HRHY,2054,24.44227982
REGION1,HRHY,2055,24.47161055
REGION1,HRHY,2056,24.50097649
REGION1,HRHY,2057,24.53037766
REGION1,HRHY,2058,24.55981411
REGION1,HRHY,2059,24.58928589
REGION1,HRHY,2060,24.61879303
REGION1,HRSO,2015,0.669888
REGION1,HRSO,2016,0.7285032
REGION1,HRSO,2017,0.7871184
REGION1,HRSO,2018,0.8457336
REGION1,HRSO,2019,0.9043488
REGION1,HRSO,2020,0.962964
REGION1,HRSO,2021,1.6663464
REGION1,HRSO,2022,2.3697288
REGION1,HRSO,2023,3.0731112
REGION1,HRSO,2024,3.7764936
REGION1,HRSO,2025,4.479876
REGION1,HRSO,2026,4.856688
REGION1,HRSO,2027,5.2335
REGION1,HRSO,2028,5.610312
REGION1,HRSO,2029,5.987124
REGION1,HRSO,2030,6.363936
REGION1,HRSO,2031,6.5397816
REGION1,HRSO,2032,6.7156272
REGION1,HRSO,2033,6.8914728
REGION1,HRSO,2034,7.0673184
REGION1,HRSO,2035,7.243164
REGION1,HRSO,2036,7.3938888
REGION1,HRSO,2037,7.5446136
REGION1,HRSO,2038,7.6953384
REGION1,HRSO,2039,7.8460632
REGION1,HRSO,2040,7.996788
REGION1,HRSO,2041,9.00162
REGION1,HRSO,2042,10.006452
REGION1,HRSO,2043,11.011284
REGION1,HRSO,2044,12.016116
REGION1,HRSO,2045,13.020948
REGION1,HRSO,2046,13.6322208
REGION1,HRSO,2047,14.2434936
REGION1,HRSO,2048,14.8547664
REGION1,HRSO,2049,15.466
REGION1,HRSO,2050,16.077312
REGION1,HRSO,2051,16.64001792
REGION1,HRSO,2052,17.22241855
REGION1,HRSO,2053,17.8252032
REGION1,HRSO,2054,18.44908531
REGION1,HRSO,2055,19.09480329
REGION1,HRSO,2056,19.76312141
REGION1,HRSO,2057,20.45483066
REGION1,HRSO,2058,21.17074973
REGION1,HRSO,2059,21.91172597
REGION1,HRSO,2060,22.67863638
REGION1,HRWI,2015,2.344608
REGION1,HRWI,2016,2.344608
REGION1,HRWI,2017,2.344608
REGION1,HRWI,2018,2.344608
REGION1,HRWI,2019,2.344608
REGION1,HRWI,2020,2.344608
REGION1,HRWI,2021,2.344608
REGION1,HRWI,2022,2.344608
REGION1,HRWI,2023,2.344608
REGION1,HRWI,2024,2.344608
REGION1,HRWI,2025,2.344608
REGION1,HRWI,2026,2.7716616
REGION1,HRWI,2027,3.1987152
REGION1,HRWI,2028,3.6257688
REGION1,HRWI,2029,4.0528224
REGION1,HRWI,2030,4.479876
REGION1,HRWI,2031,4.479876
REGION1,HRWI,2032,4.479876
REGION1,HRWI,2033,4.479876
REGION1,HRWI,2034,4.479876
REGION1,HRWI,2035,4.479876
REGION1,HRWI,2036,4.9739184
REGION1,HRWI,2037,5.4679608
REGION1,HRWI,2038,5.9620032
REGION1,HRWI,2039,6.4560456
REGION1,HRWI,2040,6.950088
REGION1,HRWI,2041,7.159428
REGION1,HRWI,2042,7.368768
REGION1,HRWI,2043,7.578108
REGION1,HRWI,2044,7.787448
REGION1,HRWI,2045,7.996788
REGION1,HRWI,2046,8.2814904
REGION1,HRWI,2047,8.5661928
REGION1,HRWI,2048,8.8508952
REGION1,HRWI,2049,9.1356
REGION1,HRWI,2050,9.4203
REGION1,HRWI,2051,9.702909
REGION1,HRWI,2052,9.99399627
REGION1,HRWI,2053,10.29381616
REGION1,HRWI,2054,10.60263064
REGION1,HRWI,2055,10.92070956
REGION1,HRWI,2056,11.24833085
REGION1,HRWI,2057,11.58578077
REGION1,HRWI,2058,11.9333542
REGION1,HRWI,2059,12.29135482
REGION1,HRWI,2060,12.66009547
REGION1,HUHO,2015,0.83736
REGION1,HUHO,2016,0.83736
REGION1,HUHO,2017,0.83736
REGION1,HUHO,2018,0.83736
REGION1,HUHO,2019,0.83736
REGION1,HUHO,2020,0.83736
REGION1,HUHO,2021,0.83736
REGION1,HUHO,2022,0.83736
REGION1,HUHO,2023,0.83736
REGION1,HUHO,2024,0.83736
REGION1,HUHO,2025,0.83736
REGION1,HUHO,2026,0.83736
REGION1,HUHO,2027,0.83736
REGION1,HUHO,2028,0.83736
REGION1,HUHO,2029,0.83736
REGION1,HUHO,2030,0.83736
REGION1,HUHO,2031,0.83736
REGION1,HUHO,2032,0.83736
REGION1,HUHO,2033,0.83736
REGION1,HUHO,2034,0.83736
REGION1,HUHO,2035,0.83736
REGION1,HUHO,2036,0.83736
REGION1,HUHO,2037,0.83736
REGION1,HUHO,2038,0.83736
REGION1,HUHO,2039,0.83736
REGION1,HUHO,2040,0.83736
REGION1,HUHO,2041,1.1974248
REGION1,HUHO,2042,1.5574896
REGION1,HUHO,2043,1.9175544
REGION1,HUHO,2044,2.2776192
REGION1,HUHO,2045,2.637684
REGION1,HUHO,2046,2.8805184
REGION1,HUHO,2047,3.1233528
REGION1,HUHO,2048,3.3661872
REGION1,HUHO,2049,3.609
REGION1,HUHO,2050,3.851856
REGION1,HUHO,2051,4.00593024
REGION1,HUHO,2052,4.16616745
REGION1,HUHO,2053,4.332814148
REGION1,HUHO,2054,4.506126713
REGION1,HUHO,2055,4.686371782
REGION1,HUHO,2056,4.873826653
REGION1,HUHO,2057,5.068779719
REGION1,HUHO,2058,5.271530908
REGION1,HUHO,2059,5.482392145
REGION1,HUHO,2060,5.70168783
REGION1,HUSO,2015,1.0
REGION1,HUSO,2016,1.0
REGION1,HUSO,2017,1.0
REGION1,HUSO,2018,1.306789513
REGION1,HUSO,2019,1.615500699
REGION1,HUSO,2020,1.924211885
REGION1,HUSO,2021,2.169167495
REGION1,HUSO,2022,2.414123106
REGION1,HUSO,2023,2.659078716
REGION1,HUSO,2024,2.904034326
REGION1,HUSO,2025,3.148989937
REGION1,HUSO,2026,3.175101267
REGION1,HUSO,2027,3.201212598
REGION1,HUSO,2028,3.227323928
REGION1,HUSO,2029,3.253435259
REGION1,HUSO,2030,3.27954659
REGION1,HUSO,2031,3.513491077
REGION1,HUSO,2032,3.747435565
REGION1,HUSO,2033,3.981380053
REGION1,HUSO,2034,4.21532454
REGION1,HUSO,2035,4.449269028
REGION1,HUSO,2036,4.833092447
REGION1,HUSO,2037,5.216915866
REGION1,HUSO,2038,5.600739286
REGION1,HUSO,2039,5.984562705
REGION1,HUSO,2040,6.368386124
REGION1,HUSO,2041,6.60479466
REGION1,HUSO,2042,6.841203196
REGION1,HUSO,2043,7.077611733
REGION1,HUSO,2044,7.314020269
REGION1,HUSO,2045,7.550428805
REGION1,HUSO,2046,8.017813956
REGION1,HUSO,2047,8.485199106
REGION1,HUSO,2048,8.952584256
REGION1,HUSO,2049,9.42
REGION1,HUSO,2050,9.887354557
REGION1,HUSO,2051,10.27790504
REGION1,HUSO,2052,10.60142377
REGION1,HUSO,2053,10.86755558
REGION1,HUSO,2054,11.08526323
REGION1,HUSO,2055,11.26256531
REGION1,HUSO,2056,11.40644661
REGION1,HUSO,2057,11.52287397
REGION1,HUSO,2058,11.61687092
REGION1,HUSO,2059,11.69262025
REGION1,HUSO,2060,11.7535752
REGION1,HUWI,2015,2.0934
REGION1,HUWI,2016,2.3194872
REGION1,HUWI,2017,2.5455744
REGION1,HUWI,2018,2.7716616
REGION1,HUWI,2019,2.9977488
REGION1,HUWI,2020,3.223836
REGION1,HUWI,2021,3.223836
REGION1,HUWI,2022,3.223836
REGION1,HUWI,2023,3.223836
REGION1,HUWI,2024,3.223836
REGION1,HUWI,2025,3.223836
REGION1,HUWI,2026,3.223836
REGION1,HUWI,2027,3.223836
REGION1,HUWI,2028,3.223836
REGION1,HUWI,2029,3.223836
REGION1,HUWI,2030,3.223836
REGION1,HUWI,2031,4.312404
REGION1,HUWI,2032,5.400972
REGION1,HUWI,2033,6.48954
REGION1,HUWI,2034,7.578108
REGION1,HUWI,2035,8.666676
REGION1,HUWI,2036,9.0267408
REGION1,HUWI,2037,9.3868056
REGION1,HUWI,2038,9.7468704
REGION1,HUWI,2039,10.1069352
REGION1,HUWI,2040,10.467
REGION1,HUWI,2041,10.6512192
REGION1,HUWI,2042,10.8354384
REGION1,HUWI,2043,11.0196576
REGION1,HUWI,2044,11.2038768
REGION1,HUWI,2045,11.388096
REGION1,HUWI,2046,11.6727984
REGION1,HUWI,2047,11.9575008
REGION1,HUWI,2048,12.2422032
REGION1,HUWI,2049,12.5269
REGION1,HUWI,2050,12.811608
REGION1,HUWI,2051,13.06784016
REGION1,HUWI,2052,13.32919696
REGION1,HUWI,2053,13.5957809
REGION1,HUWI,2054,13.86769652
REGION1,HUWI,2055,14.14505045
REGION1,HUWI,2056,14.28650096
REGION1,HUWI,2057,14.42936596
REGION1,HUWI,2058,14.57365962
REGION1,HUWI,2059,14.71939622
REGION1,HUWI,2060,14.86659018
REGION1,IEHO,2015,2.595816
REGION1,IEHO,2016,2.7381672
REGION1,IEHO,2017,2.8805184
REGION1,IEHO,2018,3.0228696
REGION1,IEHO,2019,3.1652208
REGION1,IEHO,2020,3.307572
REGION1,IEHO,2021,3.2991984
REGION1,IEHO,2022,3.2908248
REGION1,IEHO,2023,3.2824512
REGION1,IEHO,2024,3.2740776
REGION1,IEHO,2025,3.265704
REGION1,IEHO,2026,3.265704
REGION1,IEHO,2027,3.265704
REGION1,IEHO,2028,3.265704
REGION1,IEHO,2029,3.265704
REGION1,IEHO,2030,3.265704
REGION1,IEHO,2031,3.2824512
REGION1,IEHO,2032,3.2991984
REGION1,IEHO,2033,3.3159456
REGION1,IEHO,2034,3.3326928
REGION1,IEHO,2035,3.34944
REGION1,IEHO,2036,3.475044
REGION1,IEHO,2037,3.600648
REGION1,IEHO,2038,3.726252
REGION1,IEHO,2039,3.851856
REGION1,IEHO,2040,3.97746
REGION1,IEHO,2041,4.1616792
REGION1,IEHO,2042,4.3458984
REGION1,IEHO,2043,4.5301176
REGION1,IEHO,2044,4.7143368
REGION1,IEHO,2045,4.898556
REGION1,IEHO,2046,4.9990392
REGION1,IEHO,2047,5.0995224
REGION1,IEHO,2048,5.2000056
REGION1,IEHO,2049,5.3005
REGION1,IEHO,2050,5.400972
REGION1,IEHO,2051,5.45498172
REGION1,IEHO,2052,5.509531537
REGION1,IEHO,2053,5.564626853
REGION1,IEHO,2054,5.620273121
REGION1,IEHO,2055,5.676475852
REGION1,IEHO,2056,5.733240611
REGION1,IEHO,2057,5.790573017
REGION1,IEHO,2058,5.848478747
REGION1,IEHO,2059,5.906963535
REGION1,IEHO,2060,5.96603317
REGION1,IEWI,2015,21.77136
REGION1,IEWI,2016,25.246404
REGION1,IEWI,2017,28.721448
REGION1,IEWI,2018,32.196492
REGION1,IEWI,2019,35.671536
REGION1,IEWI,2020,39.14658
REGION1,IEWI,2021,39.2470632
REGION1,IEWI,2022,39.3475464
REGION1,IEWI,2023,39.4480296
REGION1,IEWI,2024,39.5485128
REGION1,IEWI,2025,39.648996
REGION1,IEWI,2026,39.9923136
REGION1,IEWI,2027,40.3356312
REGION1,IEWI,2028,40.6789488
REGION1,IEWI,2029,41.0222664
REGION1,IEWI,2030,41.365584
REGION1,IEWI,2031,41.6000448
REGION1,IEWI,2032,41.8345056
REGION1,IEWI,2033,42.0689664
REGION1,IEWI,2034,42.3034272
REGION1,IEWI,2035,42.537888
REGION1,IEWI,2036,42.9147
REGION1,IEWI,2037,43.291512
REGION1,IEWI,2038,43.668324
REGION1,IEWI,2039,44.045136
REGION1,IEWI,2040,44.421948
REGION1,IEWI,2041,46.222272
REGION1,IEWI,2042,48.022596
REGION1,IEWI,2043,49.82292
REGION1,IEWI,2044,51.623244
REGION1,IEWI,2045,53.423568
REGION1,IEWI,2046,55.349496
REGION1,IEWI,2047,57.275424
REGION1,IEWI,2048,59.201352
REGION1,IEWI,2049,61.1273
REGION1,IEWI,2050,63.053208
REGION1,IEWI,2051,64.94480424
REGION1,IEWI,2052,66.89314837
REGION1,IEWI,2053,68.89994282
REGION1,IEWI,2054,70.9669411
REGION1,IEWI,2055,73.09594934
REGION1,IEWI,2056,75.28882782
REGION1,IEWI,2057,77.54749265
REGION1,IEWI,2058,79.87391743
REGION1,IEWI,2059,82.27013495
REGION1,IEWI,2060,84.738239
REGION1,ITHO,2015,173.291652
REGION1,ITHO,2016,172.872972
REGION1,ITHO,2017,172.454292
REGION1,ITHO,2018,172.035612
REGION1,ITHO,2019,171.616932
REGION1,ITHO,2020,171.198252
REGION1,ITHO,2021,172.2365784
REGION1,ITHO,2022,173.2749048
REGION1,ITHO,2023,174.3132312
REGION1,ITHO,2024,175.3515576
REGION1,ITHO,2025,176.389884
REGION1,ITHO,2026,176.934168
REGION1,ITHO,2027,177.478452
REGION1,ITHO,2028,178.022736
REGION1,ITHO,2029,178.56702
REGION1,ITHO,2030,179.111304
REGION1,ITHO,2031,180.2584872
REGION1,ITHO,2032,181.4056704
REGION1,ITHO,2033,182.5528536
REGION1,ITHO,2034,183.7000368
REGION1,ITHO,2035,184.84722
REGION1,ITHO,2036,185.7766896
REGION1,ITHO,2037,186.7061592
REGION1,ITHO,2038,187.6356288
REGION1,ITHO,2039,188.5650984
REGION1,ITHO,2040,189.494568
REGION1,ITHO,2041,189.996984
REGION1,ITHO,2042,190.4994
REGION1,ITHO,2043,191.001816
REGION1,ITHO,2044,191.504232
REGION1,ITHO,2045,192.006648
REGION1,ITHO,2046,192.4002072
REGION1,ITHO,2047,192.7937664
REGION1,ITHO,2048,193.1873256
REGION1,ITHO,2049,193.5809
REGION1,ITHO,2050,193.974444
REGION1,ITHO,2051,194.3623929
REGION1,ITHO,2052,194.7511177
REGION1,ITHO,2053,195.1406199
REGION1,ITHO,2054,195.5309011
REGION1,ITHO,2055,195.921963
REGION1,ITHO,2056,196.3138069
REGION1,ITHO,2057,196.7064345
REGION1,ITHO,2058,197.0998474
REGION1,ITHO,2059,197.4940471
REGION1,ITHO,2060,197.8890351
REGION1,ITSO,2015,92.067732
REGION1,ITSO,2016,94.6049328
REGION1,ITSO,2017,97.1421336
REGION1,ITSO,2018,99.6793344
REGION1,ITSO,2019,102.2165352
REGION1,ITSO,2020,104.753736
REGION1,ITSO,2021,110.3305536
REGION1,ITSO,2022,115.9073712
REGION1,ITSO,2023,121.4841888
REGION1,ITSO,2024,127.0610064
REGION1,ITSO,2025,132.637824
REGION1,ITSO,2026,136.2133512
REGION1,ITSO,2027,139.7888784
REGION1,ITSO,2028,143.3644056
REGION1,ITSO,2029,146.9399328
REGION1,ITSO,2030,150.51546
REGION1,ITSO,2031,153.9821304
REGION1,ITSO,2032,157.4488008
REGION1,ITSO,2033,160.9154712
REGION1,ITSO,2034,164.3821416
REGION1,ITSO,2035,167.848812
REGION1,ITSO,2036,171.5248224
REGION1,ITSO,2037,175.2008328
REGION1,ITSO,2038,178.8768432
REGION1,ITSO,2039,182.5528536
REGION1,ITSO,2040,186.228864
REGION1,ITSO,2041,211.517136
REGION1,ITSO,2042,236.805408
REGION1,ITSO,2043,262.09368
REGION1,ITSO,2044,287.381952
REGION1,ITSO,2045,312.670224
REGION1,ITSO,2046,323.2879488
REGION1,ITSO,2047,333.9056736
REGION1,ITSO,2048,344.5233984
REGION1,ITSO,2049,355.1411
REGION1,ITSO,2050,365.758848
REGION1,ITSO,2051,373.074025
REGION1,ITSO,2052,380.5355055
REGION1,ITSO,2053,388.1462156
REGION1,ITSO,2054,395.9091399
REGION1,ITSO,2055,403.8273227
REGION1,ITSO,2056,411.9038691
REGION1,ITSO,2057,420.1419465
REGION1,ITSO,2058,428.5447854
REGION1,ITSO,2059,437.1156812
REGION1,ITSO,2060,445.8579948
REGION1,ITWI,2015,52.669944
REGION1,ITWI,2016,52.6866912
REGION1,ITWI,2017,52.7034384
REGION1,ITWI,2018,52.7201856
REGION1,ITWI,2019,52.7369328
REGION1,ITWI,2020,52.75368
REGION1,ITWI,2021,60.6332376
REGION1,ITWI,2022,68.5127952
REGION1,ITWI,2023,76.3923528
REGION1,ITWI,2024,84.2719104
REGION1,ITWI,2025,92.151468
REGION1,ITWI,2026,97.2928584
REGION1,ITWI,2027,102.4342488
REGION1,ITWI,2028,107.5756392
REGION1,ITWI,2029,112.7170296
REGION1,ITWI,2030,117.85842
REGION1,ITWI,2031,118.5952968
REGION1,ITWI,2032,119.3321736
REGION1,ITWI,2033,120.0690504
REGION1,ITWI,2034,120.8059272
REGION1,ITWI,2035,121.542804
REGION1,ITWI,2036,125.8719552
REGION1,ITWI,2037,130.2011064
REGION1,ITWI,2038,134.5302576
REGION1,ITWI,2039,138.8594088
REGION1,ITWI,2040,143.18856
REGION1,ITWI,2041,147.9866328
REGION1,ITWI,2042,152.7847056
REGION1,ITWI,2043,157.5827784
REGION1,ITWI,2044,162.3808512
REGION1,ITWI,2045,167.178924
REGION1,ITWI,2046,178.4246688
REGION1,ITWI,2047,189.6704136
REGION1,ITWI,2048,200.9161584
REGION1,ITWI,2049,212.1619
REGION1,ITWI,2050,223.407648
REGION1,ITWI,2051,232.3439539
REGION1,ITWI,2052,241.6377121
REGION1,ITWI,2053,251.3032206
REGION1,ITWI,2054,261.3553494
REGION1,ITWI,2055,271.8095634
REGION1,ITWI,2056,282.6819459
REGION1,ITWI,2057,293.9892237
REGION1,ITWI,2058,305.7487927
REGION1,ITWI,2059,317.9787444
REGION1,ITWI,2060,330.6978942
REGION1,LTHO,2015,1.590984
REGION1,LTHO,2016,1.590984
REGION1,LTHO,2017,1.590984
REGION1,LTHO,2018,1.590984
REGION1,LTHO,2019,1.590984
REGION1,LTHO,2020,1.590984
REGION1,LTHO,2021,1.590984
REGION1,LTHO,2022,1.590984
REGION1,LTHO,2023,1.590984
REGION1,LTHO,2024,1.590984
REGION1,LTHO,2025,1.590984
REGION1,LTHO,2026,1.590984
REGION1,LTHO,2027,1.590984
REGION1,LTHO,2028,1.590984
REGION1,LTHO,2029,1.590984
REGION1,LTHO,2030,1.590984
REGION1,LTHO,2031,1.590984
REGION1,LTHO,2032,1.590984
REGION1,LTHO,2033,1.590984
REGION1,LTHO,2034,1.590984
REGION1,LTHO,2035,1.590984
REGION1,LTHO,2036,1.6244784
REGION1,LTHO,2037,1.6579728
REGION1,LTHO,2038,1.6914672
REGION1,LTHO,2039,1.7249616
REGION1,LTHO,2040,1.758456
REGION1,LTHO,2041,1.8170712
REGION1,LTHO,2042,1.8756864
REGION1,LTHO,2043,1.9343016
REGION1,LTHO,2044,1.9929168
REGION1,LTHO,2045,2.051532
REGION1,LTHO,2046,2.4199704
REGION1,LTHO,2047,2.7884088
REGION1,LTHO,2048,3.1568472
REGION1,LTHO,2049,3.5252856
REGION1,LTHO,2050,3.893724
REGION1,LTHO,2051,3.97159848
REGION1,LTHO,2052,4.05103045
REGION1,LTHO,2053,4.132051059
REGION1,LTHO,2054,4.21469208
REGION1,LTHO,2055,4.298985921
REGION1,LTHO,2056,4.38496564
REGION1,LTHO,2057,4.472664953
REGION1,LTHO,2058,4.562118252
REGION1,LTHO,2059,4.653360617
REGION1,LTHO,2060,4.746427829
REGION1,LTWI,2015,4.41504
REGION1,LTWI,2016,5.298048
REGION1,LTWI,2017,6.181056
REGION1,LTWI,2018,7.064064
REGION1,LTWI,2019,7.947072
REGION1,LTWI,2020,8.83008
REGION1,LTWI,2021,9.3598848
REGION1,LTWI,2022,9.921477888
REGION1,LTWI,2023,10.51676656
REGION1,LTWI,2024,11.14777255
REGION1,LTWI,2025,11.81663891
REGION1,LTWI,2026,12.52563724
REGION1,LTWI,2027,13.27717548
REGION1,LTWI,2028,14.07380601
REGION1,LTWI,2029,14.91823437
REGION1,LTWI,2030,15.81332843
REGION1,LTWI,2031,16.28772828
REGION1,LTWI,2032,16.77636013
REGION1,LTWI,2033,17.27965093
REGION1,LTWI,2034,17.79804046
REGION1,LTWI,2035,18.33198168
REGION1,LTWI,2036,18.88194113
REGION1,LTWI,2037,19.44839936
REGION1,LTWI,2038,20.03185134
REGION1,LTWI,2039,20.63280688
REGION1,LTWI,2040,21.25179109
REGION1,LTWI,2041,21.57056795
REGION1,LTWI,2042,21.89412647
REGION1,LTWI,2043,22.22253837
REGION1,LTWI,2044,22.55587644
REGION1,LTWI,2045,22.89421459
REGION1,LTWI,2046,23.23762781
REGION1,LTWI,2047,23.58619223
REGION1,LTWI,2048,23.93998511
REGION1,LTWI,2049,24.29908489
REGION1,LTWI,2050,24.66357116
REGION1,LTWI,2051,24.91020687
REGION1,LTWI,2052,25.15930894
REGION1,LTWI,2053,25.41090203
REGION1,LTWI,2054,25.66501105
REGION1,LTWI,2055,25.92166116
REGION1,LTWI,2056,26.18087777
REGION1,LTWI,2057,26.44268655
REGION1,LTWI,2058,26.70711342
REGION1,LTWI,2059,26.97418455
REGION1,LTWI,2060,27.2439264
REGION1,LUHO,2015,5.508
REGION1,LUHO,2016,5.9976
REGION1,LUHO,2017,6.4872
REGION1,LUHO,2018,6.9768
REGION1,LUHO,2019,7.4664
REGION1,LUHO,2020,7.956
REGION1,LUHO,2021,7.956
REGION1,LUHO,2022,7.956
REGION1,LUHO,2023,7.956
REGION1,LUHO,2024,7.956
REGION1,LUHO,2025,7.956
REGION1,LUHO,2026,7.956
REGION1,LUHO,2027,7.956
REGION1,LUHO,2028,7.956
REGION1,LUHO,2029,7.956
REGION1,LUHO,2030,7.956
REGION1,LUHO,2031,7.956
REGION1,LUHO,2032,7.956
REGION1,LUHO,2033,7.956
REGION1,LUHO,2034,7.956
REGION1,LUHO,2035,7.956
REGION1,LUHO,2036,7.956
REGION1,LUHO,2037,7.956
REGION1,LUHO,2038,7.956
REGION1,LUHO,2039,7.956
REGION1,LUHO,2040,7.956
REGION1,LUHO,2041,7.956
REGION1,LUHO,2042,7.956
REGION1,LUHO,2043,7.956
REGION1,LUHO,2044,7.956
REGION1,LUHO,2045,7.956
REGION1,LUHO,2046,8.0784
REGION1,LUHO,2047,8.2008
REGION1,LUHO,2048,8.3232
REGION1,LUHO,2049,8.4456
REGION1,LUHO,2050,8.568
REGION1,LUHO,2051,8.61084
REGION1,LUHO,2052,8.6538942
REGION1,LUHO,2053,8.697163671
REGION1,LUHO,2054,8.740649489
REGION1,LUHO,2055,8.784352737
REGION1,LUHO,2056,8.8282745
REGION1,LUHO,2057,8.872415873
REGION1,LUHO,2058,8.916777952
REGION1,LUHO,2059,8.961361842
REGION1,LUHO,2060,9.006168651
REGION1,LUSO,2015,0.544474573
REGION1,LUSO,2016,0.661421252
REGION1,LUSO,2017,0.778367931
REGION1,LUSO,2018,0.895314609
REGION1,LUSO,2019,1.012261288
REGION1,LUSO,2020,1.129207967
REGION1,LUSO,2021,1.218989318
REGION1,LUSO,2022,1.308770668
REGION1,LUSO,2023,1.398552019
